"sample_name","cluster_order"
"S43_pos.mzML",1
"S41_pos.mzML",2
"S42_pos.mzML",3
"S19_pos.mzML",4
"S10_pos.mzML",5
"S07_pos.mzML",6
"S14_pos.mzML",7
"S05_pos.mzML",8
"S13_pos.mzML",9
"S09_pos.mzML",10
"S18_pos.mzML",11
"S12_pos.mzML",12
"S15_pos.mzML",13
"S17_pos.mzML",14
"S46_pos.mzML",15
"S04_pos.mzML",16
"S11_pos.mzML",17
"S02_pos.mzML",18
"S08_pos.mzML",19
"S03_pos.mzML",20
"S16_pos.mzML",21
"S20_pos.mzML",22
"S01_pos.mzML",23
"S06_pos.mzML",24
