"sample_name","cluster_order"
"S06_neg.mzML",1
"S19_neg.mzML",2
"S18_neg.mzML",3
"S08_neg.mzML",4
"S17_neg.mzML",5
"S43_neg.mzML",6
"S01_neg.mzML",7
"S03_neg.mzML",8
"S07_neg.mzML",9
"S10_neg.mzML",10
"S11_neg.mzML",11
"S16_neg.mzML",12
"S20_neg.mzML",13
"S13_neg.mzML",14
"S14_neg.mzML",15
"S41_neg.mzML",16
"S42_neg.mzML",17
"S46_neg.mzML",18
"S04_neg.mzML",19
"S12_neg.mzML",20
"S02_neg.mzML",21
"S05_neg.mzML",22
"S09_neg.mzML",23
"S15_neg.mzML",24
