"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,0.000245504504020653,0.000238243129599624,2.52156202006174e-05,10.270939957377
"PR","2",8,0,0,0.000252932701475242,0.000250432006447481,4.72306655180809e-05,18.6732143540973
