"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,0.000817574543823407,0.000635834311290666,0.000481482824203504,58.8916115161608
"PR","2",8,0,0,0.000860210515748504,0.000595249384020198,0.000611495560607264,71.0867339345621
