"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,3.6063393781186e-05,3.76955190295599e-05,6.14438529905749e-06,17.037734541398
"PR","2",8,0,0,3.76216345648548e-05,3.84397238511985e-05,6.8359868037946e-06,18.1703609714518
