"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,0.000292423398258068,0.000317761298297711,8.89022734169274e-05,30.401901471123
"PR","2",8,0,0,0.000295747399190631,0.000286272462455705,9.89581870733715e-05,33.4603744087655
