"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,0.000120504764186868,0.000123511887690469,2.04422656188314e-05,16.963865085974
"PR","2",8,0,0,0.000121111856998686,0.000123536355569643,3.02421741919742e-05,24.9704487582106
