"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,0.000149559025919324,0.000176130601490987,9.31343151346324e-05,62.2726141482569
"PR","2",8,0,0,0.000225141622099569,0.000248185117033173,8.37462985573867e-05,37.1971640678462
