"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,8.72962877673088e-05,8.89037274094802e-05,5.44802643078874e-06,6.24084548166657
"PR","2",8,0,0,9.12263568613136e-05,9.19395106883714e-05,7.4998622510492e-06,8.22115725003776
