"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,0.000476767777101823,0.000467930322759613,6.01714011842654e-05,12.620693778853
"PR","2",8,0,0,0.000549582034577063,0.000538601140947593,4.17612054502217e-05,7.59872099573989
