"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,9.15146653520766e-05,9.15059819859564e-05,1.03364791051774e-05,11.2948881640016
"PR","2",8,0,0,8.73656633912893e-05,9.23074521294914e-05,2.11413562244809e-05,24.1987016452836
