"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,9.16542146430706e-05,9.08793273334839e-05,9.64495040131025e-06,10.5231935474769
"PR","2",8,0,0,9.09220108224679e-05,9.24492401815323e-05,1.17748835207128e-05,12.9505313556078
