"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,4.86273483505587e-05,4.85728120152104e-05,1.46207207069158e-05,30.0668681366579
"PR","2",8,0,0,4.47926535792398e-05,4.00345219392819e-05,1.27065191497056e-05,28.3674177222552
