"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,9.81243364735483e-05,8.98482978035415e-05,3.69126839984348e-05,37.6182762860113
"PR","2",8,0,0,0.000120977265129946,7.77562958299554e-05,8.46141983584254e-05,69.9422311022969
