"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",8,0,0,0.000207306579679151,0.000208984526254299,1.36655349793356e-05,6.59194464569612
"PR","2",8,0,0,0.000208024811170358,0.000205538065728118,2.22447284374092e-05,10.6933054342216
