"sample_name","cluster_order"
"S06_neg.mzML",1
"S12_neg.mzML",2
"S05_neg.mzML",3
"S14_neg.mzML",4
"S20_neg.mzML",5
"S07_neg.mzML",6
"S17_neg.mzML",7
"S01_neg.mzML",8
"S18_neg.mzML",9
"S13_neg.mzML",10
"S10_neg.mzML",11
"S02_neg.mzML",12
"S11_neg.mzML",13
"S09_neg.mzML",14
"S16_neg.mzML",15
"S04_neg.mzML",16
"S03_neg.mzML",17
"S15_neg.mzML",18
"S08_neg.mzML",19
"S19_neg.mzML",20
