"sample_name","cluster_order"
"S06_pos.mzML",1
"S09_pos.mzML",2
"S18_pos.mzML",3
"S04_pos.mzML",4
"S11_pos.mzML",5
"S03_pos.mzML",6
"S08_pos.mzML",7
"S02_pos.mzML",8
"S05_pos.mzML",9
"S01_pos.mzML",10
"S15_pos.mzML",11
"S17_pos.mzML",12
"S16_pos.mzML",13
"S12_pos.mzML",14
"S14_pos.mzML",15
"S10_pos.mzML",16
"S07_pos.mzML",17
"S13_pos.mzML",18
"S19_pos.mzML",19
"S20_pos.mzML",20
