"PCo1","PCo2","sample_name","Groups"
-0.0161910415325113,0.000533204073083944,"S41_pos.mzML","Healthy"
-0.00751242791707181,0.0106226873280865,"S42_pos.mzML","Healthy"
-0.00627386795900397,0.00204044732114469,"S43_pos.mzML","Healthy"
-0.0121453768748567,0.00726325495726806,"S46_pos.mzML","Healthy"
0.00826407446017489,0.00270596683850268,"S01_pos.mzML","TR1"
0.0334798544788591,-0.0119753529827708,"S02_pos.mzML","TR1"
-0.0206391792870531,-0.0163875913541881,"S03_pos.mzML","TR1"
-0.00318917036550743,0.0110224722087537,"S04_pos.mzML","TR1"
-0.00741045542065495,-0.0107938870797614,"S05_pos.mzML","TR1"
-0.0133030498867063,-0.00136216661855223,"S06_pos.mzML","TR1"
3.14053083136099e-05,0.00303250508292145,"S07_pos.mzML","TR1"
0.0191139105507926,0.00354017990390988,"S08_pos.mzML","TR1"
0.00542007274493638,0.00850123259513632,"S09_pos.mzML","TR1"
-0.00145840493082239,-0.0274038175735017,"S10_pos.mzML","TR1"
0.00410438296864064,0.00730227954117421,"S11_pos.mzML","TR2"
0.000872029540872711,0.00122029492671742,"S12_pos.mzML","TR2"
-0.00100442720749797,0.00762611015986036,"S13_pos.mzML","TR2"
0.00775063067824143,-0.0117494543668135,"S14_pos.mzML","TR2"
0.00251435734328858,-0.0110455690333643,"S15_pos.mzML","TR2"
-0.00390024508349135,-0.00333016411685435,"S16_pos.mzML","TR2"
0.00543718044959017,0.00360963371455857,"S17_pos.mzML","TR2"
-0.0139933503054842,0.00561350324783577,"S18_pos.mzML","TR2"
0.00569087210513595,0.0143340243385458,"S19_pos.mzML","TR2"
0.0143422261418154,0.00508020688830679,"S20_pos.mzML","TR2"
