"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",9,0,0,1.36814980488805e-05,1.25176396351893e-05,4.92068498446751e-06,35.9659809685107
"PR","2",9,0,0,1.05693834641009e-05,1.10321991476621e-05,2.85928741709371e-06,27.0525468851172
