"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",9,0,0,1.10448094485094e-06,5.51984376423342e-07,9.44157147921363e-07,85.4842405677522
"PR","2",9,0,0,1.01785242615963e-06,1.09846104618499e-06,5.4341500411765e-07,53.3883881544561
