"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",9,0,0,1.3314009358472e-06,1.50468096940287e-06,6.84210248180279e-07,51.3902484036411
"PR","2",9,0,0,2.08303528655885e-06,1.45446524860013e-06,2.48644089083267e-06,119.36623958686
