"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",9,0,0,1.11195388346872e-06,1.07882374965615e-06,6.55050811473295e-07,58.9098901682755
"PR","2",9,0,0,1.22404622970947e-06,9.76684908500389e-07,7.49713027964585e-07,61.2487510494216
