"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",9,0,0,5.58615215416509e-05,5.12149728085266e-05,4.17802574124924e-05,74.7925517591579
"PR","2",9,0,0,8.89180298409752e-05,3.03113819637638e-05,0.000116983044416342,131.562793986281
