"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",9,0,0,0.000353227629362293,0.000348375344405749,0.000132442752262809,37.495014900708
"PR","2",9,0,0,0.000174337348252761,0.000196490736780504,9.27072465334268e-05,53.1769282156433
