"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",9,0,0,0.000930334426448213,0.000804832253371317,0.000822906324473143,88.4527435596247
"PR","2",9,0,0,0.000566273418900514,0.000378261576840236,0.000533327646166862,94.1820026096898
