"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR","1",9,0,0,0.00406848325146769,0.0041265842559815,0.00153430074882563,37.7118610055022
"PR","2",9,0,0,0.00351393863788746,0.00270959120233254,0.00184937302841642,52.6296335535398
