"PC1","PC2","sample_name","Groups"
-4.13422160676081,-8.84558556756049,"S01_neg.mzML","TR1"
4.6219926576359,-7.94080693469696,"S02_neg.mzML","TR1"
6.05887440965971,3.93282701197306,"S03_neg.mzML","TR1"
0.466408935596525,-7.30896740140995,"S04_neg.mzML","TR1"
0.488572690124282,0.76023390703142,"S05_neg.mzML","TR1"
-12.859103651451,0.236493716493716,"S06_neg.mzML","TR1"
6.71742266346357,-3.60143005285318,"S07_neg.mzML","TR1"
1.3741205824808,1.40312533766468,"S08_neg.mzML","TR1"
0.658645975459714,15.3423165414247,"S09_neg.mzML","TR1"
15.1552992282371,-3.89633098730117,"S10_neg.mzML","TR1"
13.7490233747956,-1.90740596563447,"S11_neg.mzML","TR2"
-8.94263562576331,-5.23265610175864,"S12_neg.mzML","TR2"
4.72038883421908,-1.52893589409342,"S13_neg.mzML","TR2"
7.45580096035085,11.2895393708351,"S14_neg.mzML","TR2"
5.6208035062147,5.35308944815153,"S15_neg.mzML","TR2"
11.4388391141745,0.403205897169589,"S16_neg.mzML","TR2"
-7.66795728871645,-6.32912392767313,"S17_neg.mzML","TR2"
-10.6804526503325,1.53007464988148,"S18_neg.mzML","TR2"
-20.9079955914448,3.46989777719322,"S19_neg.mzML","TR2"
-13.3338265179435,2.87043917516291,"S20_neg.mzML","TR2"
