row_ID,mz,retention_time,p_value,statistic,n_samples,p_adjusted_BH,p_adjusted_Bonferroni,effect_size,mean_group1,mean_group2,fold_change,log2_fold_change
8623,105.04261211978,16.636168,0.014266186701446927,36,8,0.55229676987328,1,0.5,0.005144468184675082,0.0014342118076308187,0.27878718579759315,-1.8427638443378687
7250,105.042613688531,15.561385,0.014266186701446927,0,8,0.55229676987328,1,-0.5,0.0017269612684604676,0.002450117007421818,1.4187446193312843,0.5046149209118924
5166,153.090891502031,14.12925,0.014266186701446927,0,8,0.55229676987328,1,-0.5,1.2013189968629056e-4,1.5627874742427377e-4,1.3008930003802168,0.37950230397030466
9543,153.993201746574,17.042652,0.014266186701446927,0,8,0.55229676987328,1,-0.5,0.00108189426333474,0.001170162673838665,1.0815869105654132,0.11314959724990026
9886,186.956054567928,17.379776,0.014266186701446927,36,8,0.55229676987328,1,0.5,0.005615844737776962,0.005163090577712626,0.9193791528781547,-0.12126814178495218
10088,186.956164343144,19.315056,0.014266186701446927,0,8,0.55229676987328,1,-0.5,2.95018901231111e-4,4.499804523845787e-4,1.5252597393143785,0.6090549428149932
4524,214.252645390313,12.8056755,0.014266186701446927,0,8,0.55229676987328,1,-0.5,1.3957355499354874e-4,1.6288451427679126e-4,1.1670155874751487,0.2228238308163954
5392,235.168959158046,14.365434,0.014266186701446927,0,8,0.55229676987328,1,-0.5,1.2318371634173627e-4,1.396382041304525e-4,1.133576809316811,0.18088214905500064
7478,265.252177358697,15.699059,0.014266186701446927,36,8,0.55229676987328,1,0.5,3.207240724226447e-5,1.9386617868251734e-5,0.6044640716180599,-0.7262715043606522
5278,327.07748283932,14.197751,0.014266186701446927,0,8,0.55229676987328,1,-0.5,9.68076471002175e-4,0.0010552687920360527,1.0900675965645712,0.12441760124505846
7673,383.215403757607,15.810645,0.014266186701446927,36,8,0.55229676987328,1,0.5,6.104365765300747e-5,4.739981276260967e-5,0.7764903772976061,-0.36496004884663896
5290,398.214378781311,14.131534,0.014266186701446927,0,8,0.55229676987328,1,-0.5,7.974865015476736e-4,0.0011122617639887013,1.3947092042688454,0.47996435266952053
5188,414.188240937343,14.136311,0.014266186701446927,0,8,0.55229676987328,1,-0.5,2.487105366038263e-4,3.3277975292956126e-4,1.3380203246461155,0.42010003081005676
8500,579.425593645022,16.503954,0.014266186701446927,0,8,0.55229676987328,1,-0.5,9.106254745501013e-5,1.083448644454307e-4,1.1897851254266631,0.2507010470857707
8255,610.183243264451,16.1421,0.014266186701446927,36,8,0.55229676987328,1,0.5,7.216350978729687e-5,1.6936533922422532e-5,0.23469664893438863,-2.0911308520899934
8617,680.479092082641,16.621569,0.014266186701446927,36,8,0.55229676987328,1,0.5,2.040945889986135e-5,9.51712700882369e-6,0.46630961925640974,-1.1006399043037411
9456,106.029091972106,17.035973,0.020862582332765507,1,8,0.55229676987328,1,-0.4722222222222222,7.442115619576365e-5,8.783969948449552e-5,1.1803054934195676,0.2391603145022741
