"feature","PR2","TR2","MeanDecreaseAccuracy","MeanDecreaseGini"
"9465_171.0054_17.04",1.00100150250438,1.00100150250438,1.00100150250438,0.0206927575348628
"6110_188.1279_15",1.00100150250438,0,1.00100150250438,0.00355555555555556
"10045_190.9791_17.82",1.00100150250438,1.00100150250438,1.00100150250438,0.0131555555555556
"2087_194.1174_0.69",1.00100150250438,0,1.00100150250438,0.00724786324786325
"2724_194.1175_2.75",1.00100150250438,1.00100150250438,1.00100150250438,0.0036
"9452_195.0313_17.04",1.00100150250438,1.00100150250438,1.00100150250438,0.007
"9795_199.9875_17.38",1.00100150250438,1.00100150250438,1.00100150250438,0.0133333333333333
"7085_200.1643_15.51",1.00100150250438,0,1.00100150250438,0.0493794258373206
"9763_211.0036_17.35",1.00100150250438,1.00100150250438,1.00100150250438,0.0035
"4524_214.2526_12.81",0,1.00100150250438,1.00100150250438,0.0274008097165992
"4046_226.1799_11.11",1.00100150250438,0,1.00100150250438,0.0162067669172932
"4522_230.2476_12.8",1.00100150250438,0,1.00100150250438,0.0131428571428571
"7244_239.1486_15.58",0,1.00100150250438,1.00100150250438,0.0189473684210526
"4480_255.1587_12.54",1.00100150250438,0,1.00100150250438,0.00363636363636364
"4817_281.2471_13.74",1.00100150250438,1.00100150250438,1.00100150250438,0.012280701754386
"5983_282.2787_15.05",0,1.00100150250438,1.00100150250438,0.00355555555555556
"3697_285.1305_7.58",1.00100150250438,0,1.00100150250438,0.009
"5202_296.258_14.15",0,1.00100150250438,1.00100150250438,0.00623076923076923
"9505_296.9703_17.04",1.00100150250438,1.00100150250438,1.00100150250438,0.0153473684210526
"4722_304.2994_13.44",1.00100150250438,1.00100150250438,1.00100150250438,0.0202556390977444
"8578_305.1565_16.57",0,1.00100150250438,1.00100150250438,0.00685714285714286
"9367_314.9427_17.03",1.00100150250438,1.00100150250438,1.00100150250438,0.0185263157894737
"3675_318.1956_7.48",0,1.00100150250438,1.00100150250438,0.00266666666666667
"5793_320.2555_14.66",0,1.00100150250438,1.00100150250438,0.0141842105263158
"4829_337.1041_13.77",0,1.00100150250438,1.00100150250438,0.0104333333333333
"5842_353.1379_14.88",0,1.00100150250438,1.00100150250438,0.00355555555555556
"6603_363.3098_15.32",1.00100150250438,0,1.00100150250438,0.00685714285714286
"7133_368.2192_15.43",1.00100150250438,1.00100150250438,1.00100150250438,0.0108270676691729
"4660_371.3262_13.27",1.00100150250438,1.00100150250438,1.00100150250438,0.0117570850202429
"5779_398.2144_14.76",1.00100150250438,1.00100150250438,1.00100150250438,0.0141842105263158
"5448_398.2144_14.41",1.00100150250438,1.00100150250438,1.00100150250438,0.00726984126984127
"6578_407.3359_15.31",1.00100150250438,1.00100150250438,1.00100150250438,0.0126190476190476
"4643_423.2347_13.22",1.00100150250438,0,1.00100150250438,0.0036
"5469_440.3576_14.46",1.00100150250438,1.00100150250438,1.00100150250438,0.00666666666666667
"4571_443.2323_12.97",1.00100150250438,0,1.00100150250438,0.00363636363636364
"5815_443.2974_14.85",1.00100150250438,0,1.00100150250438,0.0035
"6136_463.3022_15.01",0,1.00100150250438,1.00100150250438,0.00366666666666667
"8593_471.8379_16.58",0,1.00100150250438,1.00100150250438,0.00654545454545455
"6936_482.4044_15.57",1.00100150250438,0,1.00100150250438,0.0064
"6839_526.4307_15.55",1.00100150250438,0,1.00100150250438,0.0035
"7875_552.4827_15.96",0,1.00100150250438,1.00100150250438,0.00355555555555556
"8489_601.4387_16.49",1.00100150250438,1.00100150250438,1.00100150250438,0.0141368421052632
"5751_614.4466_14.79",1.00100150250438,0,1.00100150250438,0.00355555555555556
"7690_642.4938_15.82",1.00100150250438,0,1.00100150250438,0.0126
"8494_685.4345_16.48",1.00100150250438,1.00100150250438,1.00100150250438,0.0127067669172932
"5973_788.4568_14.94",1.00100150250438,1.00100150250438,1.00100150250438,0.0239508771929825
"5535_848.5142_14.55",1.00100150250438,1.00100150250438,1.00100150250438,0.018459649122807
"5875_141.1272_14.89",1.02683626838753,0.632708666137081,0.882720653089728,0.0508304093567251
"9205_160.0251_17.02",0.912080181998984,0.447303065060821,0.758372514974895,0.042009022556391
"9737_155.9905_17.42",1.00100150250438,0.447303065060821,0.680187928158983,0.0337416799574694
"5904_153.0909_14.9",0.620412338982565,1.17290923594182,0.616677703614585,0.117325480367586
"5199_318.2399_14.26",0,1.00100150250438,0.605627527369906,0.0129506493506494
"7033_767.1549_15.49",0.447303065060821,1.00100150250438,0.578686099060607,0.0123939393939394
"9756_138.9952_17.41",1.00100150250438,0.277371435197549,0.501683046735827,0.070859649122807
"8899_74.0971_16.88",0.200008000480032,1.00100150250438,0.447303065060821,0.029341418815103
"9791_97.5147_17.44",0.447303065060821,0,0.447303065060821,0.0195686234817814
"6102_111.0807_14.9",1.00100150250438,-0.156177571144113,0.447303065060821,0.028080701754386
"3892_467.3009_8.58",0.200008000480032,0.585406251914576,0.447303065060821,0.0189029239766082
"9535_139.0177_17.04",0.277371435197549,1.00100150250438,0.447303065060821,0.0450854408749146
"5375_204.1381_14.33",0,0.68631738948861,0.412638740863523,0.035509683299157
"988_110.0579_0.59",0,0.156177571144113,0.388573001898768,0.0169644624381466
"9270_152.0358_17.03",0.447303065060821,-0.277371435197549,0.128038978949756,0.0380537357379463
"8220_703.4529_16.26",0,-0.156177571144113,0.128038978949756,0.00731428571428572
"8838_64.0165_16.96",0,0,0,0
"8651_64.0165_16.6",0,0,0,0.00676923076923077
"8752_64.0165_16.77",0,0,0,0.0110769230769231
"8316_64.0165_16.37",0,0,0,0
"7641_64.0165_15.75",0,0,0,0
"8009_64.0165_16.09",0,0,0,0
"6115_67.0549_15",0,0,0,0.00693333333333333
"8994_69.0454_16.94",0,0,0,0
"9331_69.9941_17.03",0,0,0,0
"9289_73.5324_17.03",0,0,0,0.00355555555555556
"8951_74.0607_16.91",0,0,0,0
"8510_74.0607_16.57",0,0,0,0.00369230769230769
"2289_74.0607_0.74",0,0,0,0
"8114_74.0607_16.16",0,0,0,0.003
"8638_74.0971_16.58",0,0,0,0
"7677_74.0971_15.86",0,0,0,0.00363636363636364
"7924_74.0971_16.02",0,0,0,0.0036
"8150_74.0971_16.22",0,0,0,0.00676923076923077
"9520_81.5184_17.04",0,0,0,0.00366666666666667
"9510_81.5211_17.04",0,0,0,0.0199346092503987
"9352_82.5376_17.03",0,0,0,0
"9463_83.5175_17.04",0,0,0,0
"1554_84.0449_0.64",0,0,0,0
"1734_85.0289_0.66",0,0,0,0
"868_88.0237_0.5",0,0,0,0
"8836_88.0762_16.83",0,0,0,0
"7538_88.0762_15.69",0,0,0,0
"9524_89.0087_17.04",0,0,0,0.0101010101010101
"9132_90.0554_17",0,0,0,0
"9522_90.5263_17.04",0,0,0,0.00942857142857143
"9345_91.505_17.03",0,0,0,0
"9269_94.5458_17.03",0,0,0,0
"2349_97.5341_0.79",0,0,0,0.0139919028340081
"2803_98.5124_3.03",0,0,0,0.0134358974358974
"9293_98.9615_17.03",0,0,0,0
"9407_99.5126_17.03",0,-0.156177571144113,0,0.0385675704412546
"2775_99.5126_2.87",0,0,0,0
"9400_100.0114_17.03",0,0,0,0
"9401_100.5102_17.03",0,0,0,0.00781684981684982
"6008_101.0713_14.97",0,0,0,0
"6615_101.0713_15.32",0,0,0,0
"9514_102.0306_17.04",0,0,0,0
"9499_102.5328_17.04",0,0,0,0
"9470_103.0322_17.04",0,0,0,0.00266666666666667
"9260_103.0506_17.03",0,0,0,0
"9080_104.0709_16.99",0,0,0,0.0263938167096062
"8902_104.1073_16.88",0,0,0,0
"8843_105.0426_16.93",0,0,0,0
"8623_105.0426_16.64",0,0,0,0
"7865_105.0426_16.1",0,0,0,0
"8113_105.0426_16.15",0,0,0,0.00373333333333333
"9195_106.0501_17.02",0,0,0,0.00355555555555556
"9585_108.0231_17.05",0,0,0,0
"5184_109.1014_14.13",0,0,0,0
"5151_109.5218_14.1",0,0,0,0
"5340_109.5218_14.3",0,0,0,0
"9519_109.5218_17.04",0,0,0,0
"9392_110.0088_17.03",0,0,0,0
"1875_110.0602_0.68",0,0,0,0
"9343_111.0204_17.03",0,0,0,0.00366666666666667
"9513_111.5373_17.04",0,0,0,0
"9904_111.9846_17.39",1.00100150250438,-1.00100150250438,0,0.0279632414369256
"5144_112.0182_14.12",0,0,0,0
"5369_113.0169_14.33",0,0,0,0
"9004_113.0712_16.94",0,0,0,0
"8497_113.0712_16.5",0,0,0,0
"7791_113.0712_15.88",0,0,0,0
"8761_113.0712_16.73",0,0,0,0
"9371_114.0167_17.03",0,0,0,0.01
"8992_114.0664_16.94",0,0,0,0
"3181_114.0916_4.71",0,0,0,0
"2004_114.0916_0.7",0,0,0,0
"9228_114.5585_17.02",0,0,0,0.0153473684210526
"9589_115.0158_17.05",0,0,0,0
"9041_115.0504_16.97",0,0,0,0.00355555555555556
"8886_115.1232_16.87",0,0,0,0
"8629_115.1232_16.55",0,0,0,0
"8693_115.1232_16.68",0,0,0,0
"8347_115.1232_16.31",0,0,0,0.0114035087719298
"7619_115.1232_15.74",0,0,0,0
"8100_115.1232_16.13",0,0,0,0
"9443_115.9642_17.03",0,0,0,0
"9568_116.0152_17.05",0,0,0,0
"7032_116.0529_15.49",0,0,0,0.0036
"9126_116.0708_17",0,0,0,0
"8393_116.1072_16.42",0,0,0,0
"7861_116.1072_15.94",0,0,0,0
"3233_116.1072_5.26",0,0,0,0
"3278_116.1072_5.49",0,0,0,0
"9630_116.5243_17.08",0,0,0,0
"9896_116.5243_17.45",0,0,0,0
"5890_117.07_14.9",0,0,0,0.0189473684210526
"9434_117.9595_17.03",0,0,0,0
"9158_118.05_17.01",0,0,0,0
"6105_118.0653_14.9",0,0,0,0
"9072_118.0864_16.98",0,0,0,0
"9587_119.0138_17.05",0,0,0,0
"9726_119.0254_17.41",0,0,0,0.0064
"6082_119.0856_15",0,0,0,0.0036
"9238_120.0256_17.03",0,0,0,0
"9086_121.0398_16.99",0,0,0,0.00994736842105263
"8932_122.0965_16.9",0,0,0,0.00363636363636364
"7653_122.0965_15.8",0,0,0,0
"8555_122.0966_16.58",0,0,0,0
"2251_122.0966_0.72",0,0,0,0.0127067669172932
"9494_122.5472_17.04",0,0,0,0.015311004784689
"9503_123.0455_17.04",0,0,0,0
"9135_123.0918_17",0,0,0,0
"8557_123.0918_16.49",0,0,0,0.00948771929824561
"8166_123.0918_16.2",0,0,0,0
"8449_124.087_16.56",0,0,0,0
"7642_124.087_15.68",0,0,0,0
"8323_124.087_16.27",0,0,0,0.0104571428571429
"9324_125.0379_17.03",0,0,0,0
"9449_125.0548_17.04",0,0,0,0
"2464_125.071_0.97",0,0,0,0
"6116_125.0962_14.9",0,0,0,0
"6618_125.0962_15.31",0,0,0,0
"9197_125.9723_17.02",0,0,0,0.0064
"6093_127.1118_15",0,0,0,0
"2364_127.9794_0.79",0,0,0,0
"9885_128.9508_17.43",0,0,0,0
"230_128.9508_0.04",0,0,0,0.00355555555555556
"2279_129.0523_0.73",0,0,0,0
"9022_129.1023_16.96",0,0,0,0
"9099_130.0863_16.99",0,0,0,0
"8944_130.159_16.85",0,0,0,0.00355555555555556
"8711_130.159_16.56",0,0,0,0
"7940_130.159_16.04",0,0,0,0
"7429_130.159_15.66",0,0,0,0
"8993_131.1179_16.94",0,0,0,0
"9274_131.5334_17.03",0,0,0,0
"9291_131.5386_17.03",0,0,0,0
"9487_131.5522_17.04",0,0,0,0.00654545454545455
"6096_132.0807_14.91",0,0,0,0
"1868_132.1018_0.68",0,0,0,0
"9068_132.1019_16.98",0,0,0,0.00371428571428572
"9261_132.5311_17.03",0,0,0,0.0157352472089314
"9249_133.5299_17.03",0,0,0,0
"9262_134.5297_17.03",0,0,0,0
"6656_135.0804_15.19",0,0,0,0
"5172_135.0804_14.13",0,0,0,0
"7220_136.0215_15.47",0,0,0,0
"9098_136.0617_16.99",0,0,0,0
"5887_137.096_15",0,0,0,0
"9477_137.9984_17.04",0,0,0,0
"9083_138.0549_16.99",0,0,0,0.00355555555555556
"9058_139.0501_16.98",0,0,0,0
"5292_140.0106_14.21",0,0,0,0
"9054_140.068_16.98",0,0,0,0
"9315_140.9854_17.03",0,0,0,0.00972222222222222
"9179_140.9954_17.01",0,0,0,0
"9028_141.1133_16.96",0,0,0,0
"5837_141.9833_14.86",0,0,0,0
"6097_142.1226_15",0,0,0,0
"6875_142.1226_15.22",0,0,0,0
"5351_142.1226_14.29",0,0,0,0
"3364_142.1226_6.25",0,0,0,0
"9329_142.9835_17.03",0,0,0,0
"9177_142.991_17.01",0,0,0,0.00366666666666667
"8910_144.982_16.89",0,0,0,0.00366666666666667
"8679_144.982_16.58",0,0,0,0
"8372_144.982_16.21",0,0,0,0
"7663_144.982_15.78",0,0,0,0
"7862_144.982_15.94",0,0,0,0
"8972_145.1334_16.92",0,0,0,0
"9171_145.954_17.01",0,0,0,0
"9316_145.9804_17.03",0,0,0,0
"2368_145.9898_0.79",0,0,0,0.0179354066985646
"1788_146.0811_0.67",0,0,0,0
"8909_146.9802_16.89",1.00100150250438,-1.00100150250438,0,0.01138995215311
"8673_146.9802_16.57",0,0,0,0
"8352_146.9802_16.21",0,0,0,0
"7400_146.9802_15.65",0,0,0,0
"6188_149.0232_15.06",0,0,0,0
"5713_149.0232_14.75",0,0,0,0
"4538_149.0233_12.86",0,0,0,0
"9010_150.1124_16.95",0,0,0,0
"9247_151.0351_17.03",0,0,0,0
"9458_151.0388_17.04",0,0,0,0
"9142_151.1228_17",0,0,0,0
"9222_152.0466_17.02",0,0,0,0
"6090_152.1069_14.89",0,0,0,0.0221681476418318
"9486_153.0108_17.04",0,0,0,0
"6710_153.0909_15.21",0,0,0,0.00355555555555556
"7582_153.0909_15.74",0,0,0,0
"9543_153.9932_17.04",0,0,0,0
"9481_154.0048_17.04",0,0,0,0.0036
"3799_155.0596_7.96",0,0,0,0.012280701754386
"5182_155.1065_14.13",0,0,0,0
"6691_155.1065_15.2",0,0,0,0
"8917_155.129_16.89",0,0,0,0.012280701754386
"8590_155.129_16.57",0,0,0,0
"7717_155.129_15.78",0,0,0,0.00948771929824561
"8373_155.129_16.38",0,0,0,0
"10039_156.9907_17.76",0,0,0,0.0036
"4826_158.1539_13.76",0,0,0,0
"9901_158.9612_17.42",0,0,0,0
"9435_158.9859_17.03",0,0,0,0
"9439_160.9834_17.03",0,0,0,0.0036
"9598_165.9828_17.06",0,0,0,0
"9317_166.0643_17.03",0,0,0,0
"9039_166.0835_16.97",0,0,0,0
"9121_166.0863_17",0,0,0,0.0036
"2036_166.0864_0.69",0,0,0,0.00685714285714286
"9607_166.9906_17.06",0,0,0,0.009
"9467_167.0126_17.04",0.200008000480032,-0.156177571144113,0,0.0452982456140351
"9628_167.9984_17.08",0,0,0,0
"9539_169.9771_17.06",0,0,0,0
"4792_170.0963_13.68",0,0,0,0
"7656_170.1174_15.69",0,0,0,0
"7105_170.1174_15.48",0,0,0,0
"5895_170.1174_14.9",0,0,0,0
"5509_170.1174_14.51",0,0,0,0
"3360_170.1174_6.25",0,0,0,0
"9394_171.552_17.03",0,0,0,0
"9014_172.0942_16.95",0,0,0,0.0036
"7675_172.1152_15.81",0,0,0,0
"7319_172.1152_15.49",0,0,0,0
"7945_172.1152_16.02",0,0,0,0.00676923076923077
"6300_172.1153_15.15",0,0,0,0
"9608_172.1329_17.04",0,0,0,0
"6109_172.133_15",0,0,0,0.00355555555555556
"7547_172.133_15.72",0,0,0,0.0068
"5598_172.133_14.62",0,0,0,0
"3488_172.133_6.56",0,0,0,0
"4558_172.1694_12.87",0,0,0,0.00676923076923077
"9753_172.9562_17.38",0,0,0,0
"2297_172.977_0.79",0,0,0,0
"9204_173.0671_17.02",0,0,0,0
"8920_173.0783_16.9",0,0,0,0
"5872_173.1171_15",0,0,0,0.0183372674109516
"5619_177.1636_14.64",0,0,0,0
"4404_177.1636_12.18",0,0,0,0.00948771929824561
"9230_178.9905_17.02",0,0,0,0
"9272_181.0142_17.03",0,0,0,0
"9489_181.988_17.04",0,0,0,0.0036
"9138_182.022_17",0,0,0,0
"5528_182.1538_14.55",0,0,0,0
"9836_182.985_17.43",0,0,0,0.00355555555555556
"9257_183.0097_17.03",0,0,0,0
"9669_184.0028_17.19",0,0,0,0
"9280_184.0096_17.03",0,0,0,0.0064
"9150_184.0176_17.01",0,0,0,0
"9250_185.0072_17.03",0,0,0,0
"9490_185.0232_17.04",0,0,0,0.018852323115481
"1078_185.1146_0.58",0,0,0,0
"10088_186.9562_19.32",0,0,0,0.00366666666666667
"9152_186.9807_17.01",0,0,0,0
"9254_187.0068_17.03",0,0,0,0.0035
"9183_187.9807_17.02",0,0,0,0
"7129_188.1279_15.44",0,0,0,0
"6410_188.1279_15.18",0,0,0,0
"3362_188.128_6.25",0,0,0,0
"9164_188.9783_17.01",0,0,0,0.00685714285714286
"6107_189.1119_15",0,0,0,0
"5714_190.0497_14.75",0,0,0,0.0072923076923077
"9283_190.9784_17.03",0,0,0,0
"9239_192.0615_17.03",0,0,0,0.00979904306220096
"2282_192.1381_0.74",0,0,0,0.0096
"9611_193.0062_17.07",0,0,0,0
"5525_193.1222_14.45",0,0,0,0.0036
"9613_193.5037_17.07",0,0,0,0
"5871_194.1148_14.93",0,0,0,0.00948771929824561
"3504_194.115_6.58",0,0,0,0.0117918128654971
"9532_195.0197_17.04",0,0,0,0
"3039_195.1226_3.69",0,0,0,0
"9883_196.0166_17.4",1.00100150250438,-1.00100150250438,0,0.0247759398496241
"9779_197.9923_17.39",0,0,0,0
"9402_198.0169_17.03",0,0,0,0
"4048_198.1851_11.11",0,0,0,0
"9603_199.0291_17.09",0,0,0,0.00363636363636364
"4939_199.169_13.88",0,0,0,0
"9412_200.0123_17.03",0,0,0,0
"5928_200.1642_14.9",0,0,0,0
"6843_200.2007_15.34",0,0,0,0.00654545454545455
"7256_200.2007_15.59",0,0,0,0.00355555555555556
"5028_200.2007_13.95",0,0,0,0
"4481_200.2371_12.67",0,0,0,0.0130432748538012
"374_200.9721_0.05",0,0,0,0
"9592_201.9754_17.05",0,0,0,0
"2069_202.1071_0.69",0,0,0,0.0117918128654971
"9162_203.5631_17.01",0,0,0,0
"9393_204.02_17.03",0,0,0,0
"7035_204.0872_15.49",0,0,0,0
"5717_205.0857_14.76",0,0,0,0
"9279_207.0172_17.03",0,0,0,0
"5143_207.0173_14.12",0,0,0,0
"9445_208.039_17.04",0,0,0,0
"9304_209.0126_17.03",0,0,0,0.00366666666666667
"6075_210.1098_14.92",0,0,0,0
"3359_210.1098_6.25",0,0,0,0
"5451_210.1486_14.44",0,0,0,0.00676923076923077
"9320_211.0101_17.03",0,0,0,0
"9212_211.5517_17.02",0,0,0,0
"5526_212.1642_14.55",0,0,0,0
"9390_213.0101_17.03",0,0,0,0
"9768_213.9826_17.36",0,0,0,0
"5307_214.2162_14.24",0,0,0,0.0035
"9782_215.9793_17.36",0,0,0,0
"3005_217.1044_3.3",0,0,0,0.00355555555555556
"8588_217.1044_16.58",0,0,0,0
"7686_217.1044_15.86",0,0,0,0.00533333333333333
"7146_217.1044_15.59",0,0,0,0
"8360_217.1044_16.36",0,0,0,0.0064
"7955_217.1044_16.12",0,0,0,0
"9545_217.9791_17.04",0,0,0,0
"9743_217.9982_17.37",0,0,0,0.0035
"4815_219.1377_13.74",0,0,0,0.006
"9184_221.9935_17.02",0,0,0,0
"4428_223.0634_12.39",0,0,0,0
"9166_223.988_17.01",0,0,0,0
"9840_224.0114_17.42",0,0,0,0.00355555555555556
"9181_224.9874_17.02",0,0,0,0
"9573_225.0291_17.17",0,0,0,0
"9130_226.0117_17",0,0,0,0.0064
"7907_226.1798_15.9",0,0,0,0.00363636363636364
"3695_227.1276_7.58",0,0,0,0
"5811_227.2001_14.85",0,0,0,0.0141842105263158
"9695_227.9824_17.34",0,0,0,0
"9136_228.0071_17",0,0,0,0
"4420_228.1956_12.28",0,0,0,0.00266666666666667
"6015_228.232_14.82",0,0,0,0
"6478_228.232_15.25",0,0,0,0
"9151_230.0048_17.01",0,0,0,0
"8977_230.2475_16.92",0,0,0,0
"9203_232.065_17.02",0,0,0,0
"5392_235.169_14.37",0,0,0,0
"9106_239.1485_16.99",0,0,0,0.00654545454545455
"3080_239.1486_4.12",0,0,0,0
"3138_239.1486_4.34",0,0,0,0.00363636363636364
"9168_241.0513_17.01",0,0,0,0
"9173_242.0489_17.01",0,0,0,0.0153473684210526
"9581_243.0019_17.05",0,0,0,0
"5306_243.1353_14.23",0,0,0,0
"7800_244.1904_15.98",0,0,0,0.0035
"4047_244.1905_11.11",0,0,0,0
"3696_245.1381_7.58",0,0,0,0
"3609_245.1381_7.22",0,0,0,0.0075187969924812
"5524_250.141_14.55",0,0,0,0
"4422_250.1774_12.29",0,0,0,0
"6747_251.0464_15.37",0,0,0,0
"9001_255.2188_16.94",0,0,0,0
"5120_255.2315_14.08",0,0,0,0
"3141_256.1751_4.34",0,0,0,0
"8852_256.263_16.83",0,0,0,0.0180189868610921
"7700_256.2631_15.79",0,0,0,0
"7964_256.2631_16.02",0,0,0,0.0178205741626794
"8988_258.2788_16.93",0,0,0,0
"4715_258.2788_13.42",0,0,0,0
"8980_261.1304_16.88",0,0,0,0
"7143_261.1305_15.59",0,0,0,0
"8331_261.1305_16.32",0,0,0,0
"7643_261.1305_15.83",0,0,0,0
"8101_261.1305_16.09",0,0,0,0
"3079_261.1306_4.12",0,0,0,0
