"feature","principal_component","loading","eigenvalue","Standard deviation","Proportion of Variance","Cumulative Proportion"
"1","PC1",-0.0546416474010838,107.193591005158,10.3534337784697,0.20496,0.20496
"1","PC2",0.0201022073992543,39.8485310611427,6.3125692915914,0.07619,0.28115
"1","PC3",-0.0304796893553735,37.0765352769575,6.08905044132149,0.07089,0.35204
"1","PC4",0.0215106042532682,34.0718656413783,5.83711106981684,0.06515,0.41719
"1","PC5",0.0840763743942675,30.8317676130084,5.55263609585649,0.05895,0.47614
"1","PC6",-0.0375594335419023,29.2944862288945,5.41243810393195,0.05601,0.53215
"1","PC7",-0.0143854652221409,28.0501140700188,5.29623583972794,0.05363,0.58579
"1","PC8",0.00508567423480403,26.1984555082706,5.11844268389035,0.05009,0.63588
"1","PC9",-0.0418060629187864,25.2413501096542,5.02407704057713,0.04826,0.68414
"1","PC10",-0.0138423562148787,23.0705102707926,4.80317710175178,0.04411,0.72825
"1","PC11",-0.0391199639335715,22.0089059749929,4.69136504388572,0.04208,0.77034
"1","PC12",-0.0230497877633756,20.0092558920635,4.47317067548998,0.03826,0.8086
"1","PC13",-0.0163699072706471,18.8661091327195,4.34351345487953,0.03607,0.84467
"1","PC14",0.0650821549474863,17.4866768536195,4.18170740889646,0.03344,0.8781
"1","PC15",-0.021786911286578,16.839372285136,4.10358042264753,0.0322,0.9103
"1","PC16",-0.0355693809363166,16.5566450179662,4.06898574806625,0.03166,0.94196
"1","PC17",-0.0100725363497949,16.010569491956,4.00132096837482,0.03061,0.97257
"1","PC18",0.100658618866821,14.3452585662707,3.78751350707436,0.02743,1
"1","PC19",-0.178187407081363,1.21927621683309e-29,3.49181359301021e-15,0,1
"2","PC1",-0.0165694979066418,107.193591005158,10.3534337784697,0.20496,0.20496
"2","PC2",-0.0444163189108294,39.8485310611427,6.3125692915914,0.07619,0.28115
"2","PC3",0.109964989899694,37.0765352769575,6.08905044132149,0.07089,0.35204
"2","PC4",0.00420448110250302,34.0718656413783,5.83711106981684,0.06515,0.41719
"2","PC5",0.0461992064064412,30.8317676130084,5.55263609585649,0.05895,0.47614
"2","PC6",-0.0481301048263242,29.2944862288945,5.41243810393195,0.05601,0.53215
"2","PC7",-0.0367862904557585,28.0501140700188,5.29623583972794,0.05363,0.58579
