row ID,row m/z,row retention time,Blank_neg.mzML Peak area,S01_neg.mzML Peak area,S02_neg.mzML Peak area,S03_neg.mzML Peak area,S04_neg.mzML Peak area,S05_neg.mzML Peak area,S06_neg.mzML Peak area,S07_neg.mzML Peak area,S08_neg.mzML Peak area,S09_neg.mzML Peak area,S10_neg.mzML Peak area,S11_neg.mzML Peak area,S12_neg.mzML Peak area,S13_neg.mzML Peak area,S14_neg.mzML Peak area,S15_neg.mzML Peak area,S16_neg.mzML Peak area,S17_neg.mzML Peak area,S18_neg.mzML Peak area,S19_neg.mzML Peak area,S20_neg.mzML Peak area,S21_neg.mzML Peak area,S22_neg.mzML Peak area,S23_neg.mzML Peak area,S24_neg.mzML Peak area,S25_neg.mzML Peak area,S26_neg.mzML Peak area,S27_neg.mzML Peak area,S28_neg.mzML Peak area,S29_neg.mzML Peak area,S30_neg.mzML Peak area,S31_neg.mzML Peak area,S32_neg.mzML Peak area,S34_neg.mzML Peak area,S35_neg.mzML Peak area,S36_neg.mzML Peak area,S37_neg.mzML Peak area,S38_neg.mzML Peak area,S39_neg.mzML Peak area,S40_neg.mzML Peak area,S41_neg.mzML Peak area,S42_neg.mzML Peak area,S43_neg.mzML Peak area,S44_neg.mzML Peak area,S45_neg.mzML Peak area,S46_neg.mzML Peak area,S47_neg.mzML Peak area,S48_neg.mzML Peak area,S49_neg.mzML Peak area,S50_neg.mzML Peak area,
6205,66.0083072915818,16.726099,311356.94,137087.11,92849.34,33773.42,130227.14,172836.22,385978.4,92784.34,490697.06,105066.96,127700.016,151616.72,151250.19,36957.66,489397.28,111361.69,176731.84,182411.34,53232.684,351891.25,120965.5,248553.5,213901.7,86451.2,268985.03,115313.95,145171.36,172101.2,100032.55,207308.89,207761.81,403876.9,189174.81,248442.02,96526.29,61947.242,238542.25,24208.729,180465.4,85766.695,307947.84,273511.25,77478.71,370259.8,230032.97,245966.66,221287.6,153075.3,53795.35,162268.84,
4034,83.02361715561561,15.898128,1802823.6,855396.75,2674450.0,395220.8,1917056.6,900478.9,1098224.2,599444.9,3046767.0,2379648.8,1049881.2,2169260.8,2219395.8,1592723.9,1637726.6,1472805.1,857429.7,651085.3,2533973.0,2908011.2,4517599.0,1122582.6,3419192.2,782582.75,1966544.8,2010934.4,3518719.2,1673285.6,1184117.5,1864001.0,2199733.2,2052330.0,2012899.2,1890238.2,819447.94,342647.78,1395478.5,808898.25,5597238.0,1559659.8,1891662.5,919926.06,4087472.2,1605646.9,1052232.9,2898916.5,2175726.8,939367.7,352336.6,1054205.8,
3564,83.0236203032718,15.6313,5435700.0,980975.0,345771.34,547549.3,799425.7,3607664.0,1249012.9,744747.8,294819.4,769078.75,523915.53,304484.78,1988220.4,1451771.8,1372865.9,2194094.5,773287.6,1322735.8,810604.75,1343300.8,739464.8,826780.6,1085337.6,1020400.44,487458.44,422319.3,904749.94,821559.8,550415.4,557350.44,404593.66,1876091.0,535920.2,542177.06,3246834.5,2791586.5,1225001.8,4413661.5,291307.5,500648.53,1156590.9,916472.1,265927.6,839063.4,123147.52,374341.34,1317640.5,2556616.5,1182297.4,1568737.4,
6267,83.02362201383865,16.636652,4151024.8,2792843.2,625231.9,1097348.6,412020.8,745938.4,2603976.5,632551.9,2880442.5,1256623.6,1130224.4,398128.34,1628723.6,2255551.2,1343506.2,2797497.2,1855127.8,959053.0,2047271.9,1339402.2,2909880.5,1815518.5,1328455.6,724738.7,242274.14,1451062.4,1977706.0,1601715.9,2843145.0,600557.5,1152551.4,1634331.1,713961.1,770209.06,668280.6,725651.6,1018518.2,2516635.0,672038.1,993190.9,697595.3,448247.8,2045208.0,550286.75,799772.4,1565608.6,782385.5,570635.8,721315.3,681906.75,
3407,83.02362214815932,15.403147,537842.1,291048.8,269967.03,609604.8,92070.16,65444.582,384063.6,551493.6,418251.0,639813.2,497393.56,250956.73,491572.4,318782.7,542382.6,474448.78,232347.83,688511.6,723866.56,871126.2,422069.75,403204.0,694914.94,393657.03,78664.92,1071006.6,535665.6,1227225.0,1213208.9,233522.78,306676.25,330784.44,789594.44,505961.97,580286.6,474136.62,139161.27,160187.22,1183500.0,599749.4,353159.47,458204.97,407349.75,222101.52,533431.7,556288.8,485526.25,293927.6,706769.06,247087.03,
3137,83.02362316893753,15.1884165,809612.8,696694.2,396278.53,208810.78,310799.28,277958.78,362881.84,230225.94,267334.06,146928.45,151920.8,200317.1,197375.4,323000.5,301430.94,167388.67,381206.38,303171.12,165758.08,1582980.4,274704.7,419872.72,190592.33,226300.4,462212.56,164605.89,253033.53,399532.22,183984.16,455992.97,322771.8,297708.3,188737.08,268107.12,375724.53,638721.75,326822.12,420144.47,355751.84,517069.44,67639.92,236117.94,387472.4,266986.06,348626.44,294862.84,191349.34,416101.47,360068.22,229648.31,
5112,83.02362315268805,16.195824,576717.4,1233156.4,282532.66,3913368.0,1938355.9,633605.7,1763594.5,881351.6,1085041.4,1081589.4,1117408.9,1257535.1,1168652.4,879561.2,231015.56,891551.3,1646557.0,2006566.4,2054429.4,4955187.0,136230.06,448542.9,1007116.9,2754757.0,434827.5,1887841.4,1677114.2,1439168.1,526756.25,857520.9,1992015.1,1710317.5,698933.4,618754.7,3747295.0,3660013.5,538582.6,793633.7,4956115.0,1028519.6,190285.72,432519.84,1417625.0,1240549.0,1016949.1,76744.29,606606.9,3994802.5,1960600.0,1311565.2,
5545,83.02362274117215,16.438583,803662.44,1296139.0,1450480.6,111419.164,386410.6,1478816.5,1506056.6,101629.28,714486.3,411949.75,998362.0,797189.6,1445558.8,491884.94,756072.4,529065.4,412342.3,582671.0,225653.6,598752.9,2517786.8,1820005.8,1994212.4,142570.48,1536885.2,411076.4,256147.69,461462.75,81430.28,157700.31,785477.94,2419587.0,252510.02,2385292.5,683659.06,2544720.0,1661406.1,965504.9,263821.2,2138835.5,2387775.8,1820157.2,1352035.2,791851.6,261866.42,2294285.8,717580.2,337658.7,168979.78,1731830.8,
6929,83.02362920129067,16.899805,469353.38,661289.8,132692.27,341006.75,374465.6,607581.1,688439.4,764418.25,832620.94,555029.5,800427.94,761005.1,806367.06,151902.03,407971.28,97228.19,624502.0,396766.03,760620.4,916413.25,756124.9,331144.25,333616.34,491370.06,309494.97,478385.4,459574.78,341103.38,675056.94,513929.06,546967.9,174591.86,689655.06,459560.06,429580.94,392159.38,432348.88,191340.81,357816.66,72825.734,294210.3,109581.14,370529.12,76029.14,592318.94,338533.03,82116.6,450866.62,593050.44,458242.4,
2995,83.02362636414239,14.965072,229213.62,166691.25,187034.77,147288.2,20591.33,129999.37,156136.66,220102.19,184424.12,255082.97,153229.3,140415.47,136632.73,151323.05,162992.75,66464.65,173319.27,268862.8,126830.94,136104.03,146478.4,251991.03,203243.25,70768.555,104779.22,105994.77,150930.39,208525.55,202635.22,101617.94,159987.92,158102.05,39522.04,177991.92,257405.38,443885.56,623015.06,321154.6,248892.6,88940.89,236068.03,153250.84,332600.88,270344.28,214419.88,128344.33,168429.08,203195.48,305772.25,101104.18,
4597,84.0076321845089,16.031567,108875.625,199338.84,288733.25,60292.918,341832.9,128447.87,221343.11,281880.16,126736.35,524717.2,510116.1,116782.734,94762.6,68739.75,261847.4,51605.766,232550.44,331164.9,351474.84,288087.75,87308.21,201212.28,58043.406,59611.188,72480.75,261459.64,356152.8,287423.56,275402.25,276212.16,166651.97,131730.1,366843.62,111341.82,388487.28,220153.36,425123.2,78854.89,208240.42,264916.94,140565.72,212038.25,262398.47,308284.75,73113.75,181989.14,125308.555,129260.54,98682.984,150692.27,
1085,87.00733288639731,0.7238952,246801.6,505970.9,488670.6,868822.25,512033.06,588582.5,660699.75,363518.97,956317.94,1020115.0,686311.5,1135297.0,598757.1,678401.56,710348.25,850977.44,1081657.6,686241.56,739379.4,536607.7,193679.9,614367.4,1171324.0,560118.0,2386877.5,88228.26,650025.4,441812.75,1204579.6,295970.94,763713.9,173737.72,542773.8,2689011.8,969397.75,790476.9,125341.16,2467047.2,794890.25,681130.8,1265579.8,2316550.0,950406.9,968069.75,912141.56,185950.31,1310307.6,155094.14,841394.5,929918.25,
1172,89.02295488177792,0.78995544,505696.56,1.4137981E7,1.3014578E7,1.4500082E7,2.57417E7,1.519141E7,1.2027452E7,1.4420398E7,2.154367E7,2.0929934E7,2.3995572E7,1.9004586E7,2.6685162E7,2.3358486E7,3.4720716E7,1.3181E7,2.003866E7,3.3470334E7,1.1902573E7,1.5170012E7,4147722.8,1.4156436E7,2.3782414E7,1.6580116E7,2.9447308E7,1.2075297E7,1.1743665E7,1.0620738E7,2.3479892E7,1.7603652E7,1.6787308E7,1.9715128E7,1.9232138E7,2.857624E7,2.449398E7,2.409365E7,7023405.5,2.5759416E7,3.9190828E7,1.7002778E7,8881033.0,2.0414926E7,1.19116E7,2.1932198E7,1.9284098E7,4823466.0,2.1905514E7,1.6499271E7,2.1388284E7,1.8542374E7,
1268,89.02296969317862,0.9861347,449506.66,5591309.0,5093423.5,7237603.5,1.5653258E7,5321911.0,5242703.0,4948964.0,7783836.0,1.2618095E7,1.8878554E7,1.4531725E7,8801554.0,1.7543718E7,2.0264478E7,4454169.0,1.3230853E7,2.177376E7,5993581.0,9217597.0,2292709.8,8719965.0,8128648.0,1.0318984E7,1.0835824E7,4872100.0,4392677.5,3833626.0,1.9815606E7,5350537.0,6170101.5,7850145.0,1.0591244E7,2.3487762E7,8740062.0,7713509.0,2765104.0,1.7672804E7,2.9717278E7,5593892.5,6538689.5,1.3256134E7,4402582.0,1.8390532E7,7191404.0,3006126.2,8280603.0,5071852.5,7060985.5,6372453.5,
1171,89.02577605939102,0.7888826,0,95702.57,89424.25,97335.766,160969.05,104863.875,76037.45,86892.3,140438.3,146119.9,157104.83,135323.19,178758.36,142476.83,239999.06,90786.9,130825.66,199630.12,61610.637,79219.8,2492.901,96269.586,164100.38,107064.375,198164.42,39580.59,75881.03,60825.125,166074.3,123068.1,117988.53,129807.984,129132.01,191798.39,173353.48,116991.78,5867.457,165553.78,255572.4,117996.81,55122.355,124476.664,76078.914,141398.7,129218.336,19984.291,153558.67,109618.16,131722.06,125140.695,
3617,90.00833470263049,15.663375,217644.64,237489.9,235009.11,163120.11,208728.64,575550.0,94567.914,229995.02,340265.75,211153.66,123953.984,111923.09,223104.66,286743.3,200304.34,95046.47,385047.8,386801.9,94580.58,393496.03,251183.05,259872.55,381686.06,170144.27,77411.46,194911.0,438751.22,320624.56,128762.805,157497.27,551885.5,266456.88,184672.1,130151.11,370269.72,291960.0,437553.75,431145.44,185665.38,94950.2,204731.77,109101.195,147057.19,152232.83,186855.83,238970.75,116427.914,556018.9,118902.19,190177.92,
3812,90.00833488675278,15.858132,577363.06,336962.0,340690.78,467824.72,135512.25,325226.28,813862.2,215696.5,212285.72,229363.08,318880.1,700371.3,123716.625,362278.34,132534.73,379011.1,268420.88,299655.38,209751.1,85902.125,631717.2,174965.48,488686.16,320225.34,212826.97,814984.0,612945.25,297423.16,468072.6,561156.25,44514.164,666627.75,299966.88,139455.47,429313.1,1017910.7,265054.4,447261.0,253417.97,380870.0,196144.73,347177.16,679304.94,715687.0,512034.5,673182.1,1085307.1,340190.8,613572.44,384120.7,
6883,90.00833637501476,16.79387,1592822.2,973139.8,430350.84,430727.56,876940.0,1084996.2,883481.7,1133781.6,1341273.2,839338.56,758323.5,911205.2,447361.2,194474.89,814573.3,899497.94,1195531.6,1144583.9,2958604.8,1435508.6,383613.34,345008.9,906174.1,1527802.9,987672.5,649969.0,1499389.4,395958.25,473807.3,604396.3,630906.94,185191.9,564035.4,773668.5,1373937.4,741186.94,689117.2,818535.5,1595137.6,1533232.5,439710.38,303013.5,696239.1,380348.78,680563.56,891903.56,923390.0,921955.1,428633.9,395630.38,
6270,90.00833719187148,16.609215,722799.75,655068.4,307442.2,479679.28,427453.22,470617.38,2075008.8,339831.78,430549.3,841473.56,409444.7,246497.22,828812.2,1095490.9,1228063.0,617413.06,504914.88,309589.62,292956.75,809168.9,951492.5,1082726.8,917153.25,433085.97,1116353.5,458582.84,391918.66,563444.75,1185025.9,357889.1,238150.42,2498788.5,476554.94,973770.75,687860.75,1241423.8,1486788.9,731327.0,394746.66,1149348.2,745850.6,1074236.2,605996.8,1161917.9,1498344.5,995790.3,452273.62,364227.5,681620.2,828923.9,
4497,90.0083387157839,16.111357,882811.4,523356.7,366369.94,651876.56,1218800.4,291787.7,887161.8,1133333.9,356708.72,518140.06,495034.5,732433.4,672380.44,799505.44,846509.75,501686.75,424929.03,557940.25,281461.78,1440561.4,684967.1,1021148.44,330953.4,563883.44,465507.16,1062041.5,908050.44,309121.3,919420.75,562576.4,734014.44,694894.06,482990.6,1565010.8,3395733.2,468978.38,371616.78,1255322.5,788922.9,576811.9,730808.2,507946.88,829823.0,726485.06,479301.9,853900.8,463701.75,324827.0,243587.72,209659.2,
5358,90.00834167956477,16.3404,424465.8,256381.12,359193.06,641555.0,493497.84,332544.75,259995.53,574543.94,440737.66,396521.94,232076.95,628099.06,485698.88,398516.06,447663.47,302826.62,285227.25,822651.3,54168.305,391164.88,344468.84,625825.25,1090677.6,945971.94,54720.613,237639.56,80680.7,230972.14,389238.4,479421.88,587653.1,210188.56,437303.12,536537.75,280229.56,259288.23,44267.727,165638.81,671497.8,113443.625,80480.125,237936.75,608107.94,344079.2,551794.7,187816.66,346777.62,1126610.8,903361.1,406470.94,
4088,92.0239945779022,15.929466,273919.7,231046.19,479744.1,55018.86,214741.73,247942.69,331010.03,129612.89,679498.3,719109.44,133211.1,532606.0,309145.62,503243.44,408495.38,474104.2,281640.6,196678.44,432646.47,1023962.1,889799.0,343932.34,826385.94,137764.67,301800.25,404150.56,275575.16,453478.8,340068.28,215549.08,698793.5,321832.06,450857.28,428757.34,1022311.4,771983.1,193462.7,270292.5,185791.48,206846.45,453634.44,318948.94,792166.44,511346.03,330391.12,402144.9,688090.94,272860.22,248625.48,307748.66,
6567,92.02399368799635,16.705269,503946.47,415632.56,201193.06,401659.8,548966.1,244204.69,813494.4,378059.78,895433.3,310740.3,161648.22,111239.48,262028.45,247874.52,411765.16,126343.81,339765.5,211928.3,288710.16,448526.1,483434.06,589688.94,467454.5,270833.25,92782.05,305748.5,215812.62,239264.58,694170.94,190116.45,305499.75,841832.9,242011.69,204803.81,642442.2,429473.22,344210.22,269367.34,221399.98,299339.03,133696.34,154675.48,347039.3,187729.31,220584.64,492863.03,379332.6,191124.8,202810.16,256003.73,
3537,92.02399352075967,15.563347,184433.72,246963.86,99111.49,133199.44,65872.21,291039.9,185521.88,178905.89,100925.07,286497.12,155263.36,102206.71,64062.63,50876.867,81018.51,188843.11,196910.75,216445.72,204472.27,542334.0,171788.75,302708.9,170387.66,101677.13,135684.22,250935.33,236814.81,296849.06,138013.75,163229.23,104130.83,406879.9,189937.92,109880.98,369525.8,340227.2,200742.45,854294.56,97901.0,113570.086,87059.98,208795.48,92960.97,130729.74,186544.58,218281.53,232245.14,650023.4,148689.28,343653.34,
3269,92.02399251698183,15.331539,128985.984,51157.94,39838.664,60576.938,44406.97,17229.986,36230.785,76715.36,112689.39,81741.55,63610.426,72500.05,108657.48,31493.525,54997.71,47357.13,78975.984,61184.926,45934.156,24747.695,93690.14,94647.75,106939.81,82240.945,10943.396,11907.607,117225.625,54446.535,102372.56,75592.48,14057.973,49356.184,9445.109,110094.664,40299.42,56741.297,85092.875,376462.22,269864.34,104265.92,153847.66,74864.0,89955.97,29182.834,14932.159,93893.61,104312.58,58490.074,117645.95,18805.152,
4458,92.02399672214499,16.172365,591537.8,156477.1,232975.55,1148783.9,517910.1,127948.47,611080.06,190163.66,263534.28,343748.62,325803.38,222773.27,164861.81,75261.68,53211.14,315892.12,248239.9,545059.7,266795.4,830483.7,408551.38,891054.44,201816.67,353481.06,129421.41,662133.25,258053.19,337170.8,244863.28,374470.4,269672.12,342913.1,236381.44,341139.22,1292256.9,293671.34,225495.9,339373.06,323172.7,142629.14,254316.06,441078.03,371907.6,489831.84,337579.88,240645.55,290207.62,547090.0,548834.9,230343.61,
5890,92.02399673059577,16.47494,398143.22,442314.22,155300.84,398305.47,238264.73,308635.4,443628.03,202386.02,284829.72,129674.37,219086.33,374701.94,431991.9,337703.6,262558.72,157053.53,333342.62,149566.92,406334.12,834581.56,304934.72,370959.2,691175.3,556172.6,449429.4,343381.16,301975.88,522619.28,131816.06,657068.4,123699.67,504222.44,537118.75,226942.95,383042.16,633288.6,504949.16,856267.06,460494.8,667585.8,173821.27,268843.4,367166.97,268763.25,834821.0,410940.88,199407.14,324525.66,238246.05,422790.38,
6698,93.00800870452659,16.673315,314190.38,59993.043,105214.04,59045.473,204634.12,54993.902,219057.28,85677.96,260169.06,139775.61,134576.06,48464.453,85592.914,237389.02,134979.16,88539.94,139823.31,136521.64,143782.73,175484.38,124187.0,172255.14,188705.67,114682.92,69549.77,125908.14,262831.0,204997.02,165171.81,78227.94,103840.89,131918.14,100387.3,193438.0,235150.9,158880.88,90922.13,86763.37,84248.586,47959.55,94254.3,66952.586,120456.39,94406.984,125711.07,223460.62,106324.02,180104.25,150965.52,61256.96,
4374,93.00801110582877,15.911882,102531.53,103970.6,85462.77,108562.86,80387.55,79535.9,69668.33,44573.508,94939.49,141302.86,26957.879,145612.02,119737.2,145044.11,40354.79,114019.336,104163.35,27335.273,60776.92,12555.543,58797.44,69912.77,26615.605,85798.164,89212.445,196589.0,231091.3,120200.62,51750.664,40765.566,147330.42,151301.9,44951.67,131056.305,172638.78,281404.78,35136.91,204099.84,68164.87,34522.99,189639.7,88739.086,103398.39,65051.336,115950.07,23239.684,21874.57,116157.38,19405.398,100600.32,
5047,93.0080121224381,16.164326,54663.83,69072.54,39876.344,50058.17,201687.44,52611.484,32161.234,111757.74,23968.498,151374.78,59859.16,14109.837,99961.33,99634.9,58132.117,91527.39,83221.57,27286.555,80802.33,161541.5,149482.75,212280.9,78004.07,115707.91,42356.59,161881.44,99700.625,13731.708,17818.277,69543.83,106028.33,59474.723,94202.89,63325.31,140605.61,172830.78,11943.874,18180.826,196352.92,46288.28,75423.23,123230.11,122434.95,167750.47,182327.72,93077.766,70483.86,74541.3,44554.016,84694.18,
6441,99.92438572648278,16.872686,346601.28,934210.7,433159.6,1244575.0,1090697.2,645205.6,1003226.1,986003.7,1027538.75,871414.3,1079859.9,1117738.0,957019.25,833257.2,969280.75,1032367.1,1168269.8,1189097.8,454131.7,881577.7,1080272.8,422146.66,1027728.94,451822.78,1014171.5,686005.75,1018392.9,1046695.1,985594.1,993075.0,459081.38,450266.12,1085773.2,1095209.1,295585.72,715811.94,991459.56,659817.6,642590.75,1035152.94,880896.0,908361.8,972594.2,1242218.6,504954.75,1090888.6,1115624.5,688512.94,325675.7,1257962.4,
1390,103.0386889199882,1.5805905,11972.756,187017.83,423070.38,69520.23,606124.2,132841.02,47616.28,1065999.5,155226.64,317751.0,1258819.6,108466.695,364603.3,521213.25,205297.16,153539.72,1341773.5,214382.0,23707.955,191994.83,18991.42,406720.1,587829.75,659009.4,372201.2,331323.0,147964.4,103071.07,798361.8,188648.22,2684097.0,218379.06,1220742.6,434416.88,230118.34,61375.96,55859.285,609698.06,848437.9,993617.56,1202099.9,226639.56,510010.16,301468.88,262081.86,24076.467,433673.66,247552.73,684684.44,368762.47,
1397,103.03869125664673,1.7725441,7184.4014,386352.47,2664763.2,110670.72,163524.84,292565.84,97629.06,265717.16,141916.83,1314428.2,337520.2,1442452.9,384214.8,2068113.6,737592.4,574662.0,307617.12,893482.1,21923.918,170567.39,22858.752,2461311.0,2482385.2,651616.4,444811.12,375459.5,203613.5,115827.805,2945615.2,189571.2,558318.2,233211.69,279407.47,448227.75,238361.39,869806.9,104239.17,2337190.2,213546.05,256163.55,342585.22,763060.44,95718.05,1484365.0,356993.16,37641.043,471633.28,941612.44,159111.73,1569766.9,
1420,103.03869583190537,2.291804,14733.664,562246.2,1007816.9,336012.62,368179.03,440089.16,249319.28,621832.94,251612.92,595597.9,777695.4,651291.6,492707.94,1173856.2,321823.38,373794.06,507636.3,384515.6,128659.44,232370.08,42362.8,755908.44,695317.7,1014010.4,662591.2,562581.94,276195.56,175055.05,1386900.2,227494.42,772348.2,358371.8,683710.1,695053.44,343199.12,512286.7,197891.88,1051315.6,512786.2,674919.25,719751.7,455838.44,225057.3,491427.84,554393.9,83075.2,703952.1,276789.06,262377.25,549342.0,
1410,103.03869967430397,1.9645926,12525.776,205004.03,239170.16,902055.9,63441.453,140768.31,189421.39,71423.37,82338.87,43134.62,128024.07,162955.3,212962.98,231698.39,61314.02,78331.44,94748.34,88277.03,351537.3,79871.66,186614.98,209272.38,217588.56,451659.78,268309.0,212129.05,112932.42,57591.49,276564.7,120113.99,321141.9,141770.6,132295.03,47235.44,145347.62,114320.266,122871.4,253443.45,53492.156,111864.63,121529.586,71659.54,58915.33,146924.72,140893.16,359081.03,236975.08,58474.28,55194.336,157654.81,
6214,104.02406720215275,16.659138,72014.7,51165.605,23556.088,42347.656,45998.69,121006.08,8163.2295,53420.184,19150.312,22251.412,58969.38,28476.227,39984.65,21572.707,96119.484,70623.94,39737.87,31655.244,44993.742,17189.25,204998.0,115515.35,54540.555,16044.574,129757.8,48669.746,62795.223,36444.324,61271.035,17624.904,25702.477,398716.72,94529.1,88472.11,22050.377,18306.184,99875.82,19133.729,196877.53,32645.848,10553.736,102597.15,9360.29,38475.95,23324.793,160534.0,71442.04,115956.92,9691.97,49175.008,
854,105.01795097087161,0.682542,2612.901,128830.3,109332.18,87449.8,169110.28,122566.68,85118.73,185471.73,145303.31,119626.68,175703.92,137232.53,179693.2,177849.78,141431.89,125899.62,171237.67,161911.33,56979.23,99860.1,17798.678,147190.6,163442.31,144392.56,182452.72,130183.14,102443.43,97367.51,132409.2,146122.25,143313.03,241987.05,177065.38,196649.81,201081.98,123397.695,47282.523,155374.52,190021.02,184649.7,177729.6,349659.47,82220.13,171919.23,195243.9,28175.21,201713.25,159465.94,171557.67,167232.83,
2990,106.03968984651699,15.080238,2526337.0,1192307.9,971427.56,1632559.4,1355801.1,2573271.8,576710.56,1215273.8,938669.2,1103216.5,1357198.5,660365.25,1894017.2,931815.9,2731723.8,1344484.1,1181283.0,914165.6,1687099.9,935192.2,496165.06,4681098.0,1552463.9,1393491.8,865285.8,947873.0,778454.75,1299821.8,1050274.8,541626.44,1284642.9,795201.6,1472066.9,975984.75,2134578.2,3762260.8,1460722.1,2420186.5,1551385.2,811599.44,1426644.5,1370440.5,1937432.1,1228859.2,1232960.2,686882.75,1713807.9,2721193.5,1202840.5,550945.5,
3169,106.03969266156778,15.422513,9913947.0,4325171.0,2240283.8,4715997.5,6435387.0,1158401.2,2672454.2,3672184.8,3310353.2,4875345.5,5047015.5,1771637.5,1669410.0,5311442.5,1893682.0,3592987.5,1847953.5,7234804.0,6106605.0,7076385.0,5498212.5,2228233.0,8446479.0,2563838.2,3726639.8,3000810.0,3598965.0,1931824.1,8643252.0,1759529.9,3739799.5,1987905.2,5353371.0,3745084.2,1433952.2,7122678.5,4062663.0,2590445.8,1.0505511E7,4319420.0,4731817.5,4113977.0,5081224.5,4184961.8,1920814.2,3020789.5,3285405.2,1748401.6,5658685.0,3186284.8,
6723,106.03969369710263,16.65259,2.007745E7,2.5017996E7,1.3986141E7,9165711.0,1.680306E7,1.9633438E7,5.164361E7,1.3715934E7,1.0808303E7,4950901.5,6188601.5,2.43628E7,2.143503E7,6469232.5,1.7772108E7,9431469.0,1.944632E7,2.9755992E7,2.6886826E7,1.4360026E7,1.2673411E7,1.8508618E7,3.6950136E7,1.087736E7,1.9520286E7,1.988951E7,3.575675E7,7919316.5,4.2735424E7,7743699.0,1.5457953E7,3.6548948E7,1.4833719E7,9996088.0,2.3102748E7,2.1226856E7,3.554889E7,2.9176836E7,2.945184E7,1.2952875E7,8417484.0,5706411.5,1.1514946E7,1.418184E7,9338222.0,1.1580515E7,2.4185482E7,7929144.0,9342092.0,1.4085086E7,
4014,106.03969483259674,15.965446,2.5925692E7,2.0567776E7,2.970898E7,2.010663E7,9068868.0,1.2786362E7,3.2679038E7,3.3061864E7,1.832956E7,3.9134004E7,1.1928616E7,1.2627942E7,2.5124104E7,3.0889874E7,1.4728256E7,1.1833036E7,1.0268874E7,2.7248216E7,2.1770688E7,3.9419828E7,5.0051296E7,1.0332306E7,3.4622196E7,1.0498929E7,9062633.0,2.3568776E7,2.2441506E7,2.0873292E7,2.083926E7,2.6073624E7,2.6037798E7,1.2124328E7,1.8904592E7,2.7150168E7,3556303.8,2.5426488E7,9304281.0,2.7250186E7,7747661.5,1.807343E7,2.2846466E7,6187801.0,4.8212544E7,1.4395384E7,1.3278369E7,3.467897E7,3.0682348E7,9717969.0,4453912.5,1.3014418E7,
2771,106.03969566511954,14.728031,442911.9,550711.1,215112.23,679682.4,545148.75,1100901.1,109020.555,437031.75,597495.6,524021.97,436238.03,267715.25,444019.44,548501.3,136168.12,670867.56,884794.06,438408.4,427648.78,1317139.0,699596.2,359753.4,918172.06,501829.47,623255.7,168633.11,433935.66,747477.06,422570.4,549228.25,444133.38,355669.78,477368.84,530562.0,587751.2,760218.9,599641.6,334845.94,324303.62,387896.88,391145.66,797509.5,404189.4,341634.88,429651.44,497053.44,647869.9,423136.6,300041.1,387676.44,
3589,106.03969435357254,15.629949,5.115672E7,1.4691761E7,4854502.0,1570950.5,7755853.0,2.2487772E7,6426109.5,7708694.0,2957410.8,3213963.5,5970918.5,3780545.5,1.7634934E7,1412691.9,1391177.9,3427031.5,6723738.5,7675300.5,9003546.0,2.0801196E7,1749799.5,9821657.0,4063963.8,7845908.0,1455744.8,9225596.0,5204189.5,7395039.0,4822738.5,5783097.0,9847864.0,1.5638159E7,1577451.0,8011266.0,3.292218E7,4089445.5,3071861.8,4.1695944E7,2196695.5,4149516.2,9719502.0,1.5326599E7,2121426.0,8070550.0,6188760.0,1656474.8,8217122.0,1199573.0,1169179.0,1.0476269E7,
2904,106.03969458480293,14.862858,2680171.5,795515.94,957734.56,301600.03,468407.5,493771.38,1080721.0,120275.93,659973.75,545703.25,113880.95,574846.75,133679.9,614235.0,1048149.75,684571.0,577542.8,91971.56,589989.06,1914309.0,179079.69,165364.47,540976.9,469968.47,350220.94,536135.06,847914.75,158181.25,635641.2,186829.02,250730.92,1113390.6,99237.805,931639.44,1412671.5,239972.1,741264.0,2709843.0,2582564.5,1640044.1,910291.1,211620.94,796091.25,568899.75,1738028.4,582376.25,768631.1,805900.0,341774.34,436383.38,
6899,106.03969761172961,16.894886,2.85463E7,7372726.5,6411999.0,6945302.0,4699067.5,5305968.0,7923904.5,7918521.5,7116956.5,4961617.0,1.1473037E7,3083346.0,3158883.8,3487866.2,6555271.5,3734632.0,6500397.5,1.0011382E7,6290957.0,6729469.5,9329891.0,1314514.6,5788330.0,5351822.0,3337811.2,1.3708561E7,5567160.5,4926776.0,1873104.0,5013576.0,6792894.5,3248347.5,6096588.5,6379932.0,7507308.0,6383666.0,3110427.2,5799574.0,2599125.2,8024814.5,993384.25,6467223.5,4784908.5,2112076.8,5080902.5,1419810.4,5425782.5,5081531.5,8765695.0,3635298.0,
