"row.ID","row.m.z","row.retention.time","S41_pos.mzML","S42_pos.mzML","S43_pos.mzML","S46_pos.mzML","S21_pos.mzML","S22_pos.mzML","S23_pos.mzML","S24_pos.mzML","S26_pos.mzML","S27_pos.mzML","S28_pos.mzML","S29_pos.mzML","S30_pos.mzML","S31_pos.mzML","S32_pos.mzML","S34_pos.mzML","S35_pos.mzML","S36_pos.mzML","S37_pos.mzML","S38_pos.mzML","S39_pos.mzML","S40_pos.mzML","S01_pos.mzML","S02_pos.mzML","S03_pos.mzML","S04_pos.mzML","S05_pos.mzML","S06_pos.mzML","S07_pos.mzML","S08_pos.mzML","S09_pos.mzML","S10_pos.mzML","S11_pos.mzML","S12_pos.mzML","S13_pos.mzML","S14_pos.mzML","S15_pos.mzML","S16_pos.mzML","S17_pos.mzML","S18_pos.mzML","S19_pos.mzML","S20_pos.mzML"
9492,61.0078772969186,17.037668,219566.36,227601,218672.38,201262.7,228139.62,240373.36,215843.78,218690.23,237898.05,201476.6,221274.47,214470.4,218458.58,231239.38,185085.72,222925.69,242562.12,216155.83,207324.4,219542.5,214837.73,207746.75,230325.66,211453.7,198622.1,191055.95,217589.03,221748.27,208908.33,215122.67,184671.52,206179.66,176046.84,212319.38,211414.53,198210.22,214379.6,210755.39,207927.64,188083.42,219691.28,199975.73
8838,64.0165044567696,16.960972,14015866,14458641,8558763,12657584,11708670,14123902,13298154,18038740,9586324,12845794,13243043,12727573,13283915,12250208,15609064,10442261,13455403,13548603,12902435,14943867,9307371,13126637,12421171,11780891,15980240,17395214,13747083,13354659,13655037,11613466,11933933,11710389,12856770,11509433,13141078,11814352,15450506,12714186,13645420,13649126,12299553,12046724
8651,64.0165094873065,16.596018,3614324,4761890.5,1250985.2,1617202.5,2487054.5,562583.9,2209891.8,465957.62,3573437.2,3817976.2,2468370.8,1491103.6,1020826.75,803251.75,629747.56,1004241.25,428483.53,213465.97,1638608.9,1020764.1,388631.62,1890663.8,397583.34,2916307.5,687017.44,1292102.9,188481.6,1235698.8,6031958,2486736.5,598905.75,207647.31,1258340.5,526273.9,2781179.2,3389404.2,1616207.8,3495946.8,634414.3,2040065.2,3083659.5,620042.9
8752,64.016509297886,16.772211,347645.12,1661941.1,831861.6,704868.06,860941.3,374663.2,1780592.5,640653.7,763001.4,1180659.5,383675.06,1862782,1431886.5,328494.8,373086,778055.3,595034,1727014.8,689125.06,544737.25,1204984.6,225616.88,1484202.8,1193403.4,624486.2,948888,463215.22,1369399.8,613441.44,1372492.1,1068852.6,2168119.5,1478283.2,3204167,1242758.1,857282.44,809069.06,764985.4,882936.44,238892.81,1974236.8,919014.3
8316,64.0165115846978,16.369516,1962473.5,379941.03,806435.94,260779.06,871525.94,983019.94,1585106.4,1131038.6,2402780.5,2050701.9,435751.4,1583740.2,325065.12,527733.44,3110775.8,1084582.4,341074.53,178286.28,799608.06,500287.5,208981.9,910451,794411,714018.9,1313914.6,2066833.4,1294171,556973.7,1365687.1,2491895.5,226711.25,3004626.2,2559100,320609.78,931881.7,1005427.8,688490.25,545418.6,180385.06,532070.75,407521.88,353290.06
7641,64.016511056888,15.754411,1082205.6,473756.62,314198.9,1780689.6,1111489.5,1358643.6,3705625.8,2860225.2,1503444,1175759.9,991854.4,197872.4,1687892.9,758520,1370749,2032919.5,1163649.2,209504.75,1450760.1,786451.5,1427770.6,1312852,2179942.5,973693.44,1049570.5,421263.6,2408942.5,981301.5,1575971.1,2086564.9,600021.25,2420685.2,1920490.2,1539525,1112347.4,1636983.9,608252.8,978110.94,406136.7,417400.1,897552.94,1003427.5
8009,64.0165158549608,16.09447,489155.94,1872919.5,211131.08,805194.4,698880.75,326093.4,289270.03,726631.25,251171.45,759687.7,265328.6,256758.4,258108.31,365544.47,2040321.8,381691.53,322637.97,169311.03,410738.75,140505.75,170956.52,2985237,436927.03,255881.89,389458.56,205991.94,337149.25,256497.69,138557.62,382510.34,201256.11,540136.7,636387.2,286063.53,214711.22,155369.38,889374.56,511665.28,288240.16,714971.2,455102.75,725878.56
6115,67.0549207338053,15.0014105,96909.9,98922.88,98250.516,116176.25,100285.1,92430.99,107239.74,108494.805,106470.96,94706.336,94861.58,103721.805,111010.195,102021.586,109462.875,99870.51,95900.54,109153.85,109498.71,87851.07,83171.266,86008.15,91154.35,99286.97,91608.57,102963.12,108820.97,123201.44,99023.805,106149.53,76718.484,110927.664,102983.35,97163.26,105078.15,93167.02,122894.17,113569.414,115347.44,105683.38,74159.06,106312.086
8994,69.0454065011122,16.93597,209556.52,178278.8,182726.53,184680.61,178268.9,155973.64,165605.12,140374.8,163686.28,148774.38,191487.48,175717.23,185596.58,202113.48,140709.42,157656.75,273490.47,217155.7,146132.86,200022.9,134556.52,183332.58,208358.58,127996.8,163907.84,162759.56,180674.98,165198.4,124236.734,155416.64,105258.62,177249.22,181053.55,168452.3,195561.44,127767.27,212455.61,172273.02,228698.97,137824.39,247581.11,218047.44
9331,69.9941496870416,17.029404,166248.48,164195.56,169938.8,164681.78,182970.45,181396,183589.48,175786.58,183223.14,167482.78,177067.44,162797.19,169538.97,170797.9,174267.31,185678.69,154444.1,159366.16,160541.7,167563.75,165143.31,162827.67,166087.17,158911.92,162797.77,160851.05,166105.36,164446.03,170882.83,170556.72,163693.5,170745.8,148953.48,168006.89,172270.25,158545.75,171370.61,174859.45,160939.86,154464.22,159653.33,152829.55
9511,70.0131657921572,17.039259,57243.164,58891.008,56018.605,51457.664,69315.484,58395.414,53552.223,55592.58,54323.566,52483.05,64439.17,54921.19,53966.85,51612.355,55592.22,60592.27,55959.09,52481.355,62063.965,53146.523,46507.16,50559.01,58638.508,54050.547,56831.25,47611.508,54422.07,42389.406,49783.45,58661.04,43813.293,46676.402,24352.723,53691.527,53019.23,45157.586,55101.9,46249.246,43851.684,45261.727,57629.824,48435.445
9351,70.9918784451129,17.03025,53367.586,59661.34,51239.355,58280.918,58449.156,65985.086,65177.684,53875.855,61491.195,66379.9,61645.457,60639.203,55797.984,61820.53,51300.113,57476.297,48935.05,51714.723,59928.41,55719.125,52287.754,63740.688,62302.33,56760.445,57958.637,54314.203,60994.33,56723.875,67650.45,61347.367,58062.93,58418.617,55855.637,53044.69,59097.87,56947.926,59589.76,63430.51,57825.766,46050.24,56048.605,56250.85
9289,73.5323646947863,17.028025,300320.78,314935.28,297734.03,294901.2,297805.62,331133.47,317620.34,310640.22,307807.44,303770.5,297104.2,310714,281045.38,308772.75,282381.5,316964,329929.9,307625.12,275061.56,335274.75,303288.7,261006.98,324821.28,281396.16,290503.2,292631.22,306460.75,304766.4,308252.34,297702.25,262441.97,254025.84,252271.7,304039.53,261811.45,282845.3,290795,288428.66,288064.12,254913.75,307585.34,258868.16
8951,74.0606891868767,16.910069,1460324.2,1594119.9,1434705.9,1533472.4,1461267.1,1572284.6,1520429.9,1457790.9,1349007.8,1213850.2,1462881,1445361.2,1314712.6,1574426.4,1310583.1,1254203.8,1598800.6,1737667.9,1436610.2,1637885.5,1440469,1341409.1,1665724.1,1453932.9,1484876.4,1569640.2,1352921.2,1363538.4,1474342.4,1361316.1,1387329,1347271.9,1454722.4,1516672.6,1490140.5,1314751.5,1607109,1325990.8,1610601.5,1240166.6,1626751.5,1583058.9
8510,74.0606971321622,16.574093,279182.25,399001.5,244297.83,369785.38,637666.6,342054.12,232507.64,736148.3,445380.2,448428.8,549846.44,669994.2,475819.16,544592.6,1320750,517059,573595.06,753750.56,870217.8,207106.27,520248.1,502859.16,341638.75,434497.38,901355.5,176253.72,423826.4,371921.5,365771.38,631160,516034.53,903574.06,499075.16,638529.44,193645.27,1021353.44,437247.84,481838.53,726494.94,219817.89,332341.9,804801.44
7672,74.060697159339,15.718519,96896.89,231570.81,53323.39,247389.19,322983.75,412565.03,195420.36,571119.7,163184.11,67573.47,166644.61,188174.9,283230.56,100193.55,371774.28,533313.2,243868.2,186831.6,543663.9,161817.52,97950.24,219099.22,291184.62,357976.8,515637.56,205583.86,430221.75,546480.75,199455.05,360740.5,185910.61,406164,271616.8,261375.4,222246.92,222052.22,183750.19,178842.81,117664.484,296403.62,150194.8,431085.7
2289,74.0607017673127,0.74392706,979670.5,1050846.8,1088535.9,774811,545202.75,678335.5,726352.7,715957.75,595384.1,705452.06,527704.2,666374.06,673031.4,675989.1,612508.25,749027.5,692630.6,734900.2,648793.5,642035.4,676187.8,644211.5,586783.94,630520.56,621674.6,788002.8,679013.4,754154.25,620534.6,656917.2,769179.2,559873.7,730589.5,810989.7,635418.6,405978.34,727501.3,607416.2,663620.25,898712.94,620312.9,862347.2
8114,74.0607009641819,16.155567,57543.613,318347.16,110809.46,107736.17,163053.72,84655.41,114439.73,134305.02,80272.3,68582.46,72978.25,128275.8,121447.34,74938.69,89192.83,71134.164,76190.836,59642.445,43780.363,46647.53,124086.26,78418.58,67850.336,82622.04,198583.22,72547.71,91660.79,56991.848,144597.62,193586.27,106710.6,120017.914,68138.83,56510.703,185719.06,58615.633,124063.8,76329.5,76691.75,53037.156,91864.65,101606.266
8899,74.0970547934691,16.87788,7259287.5,6368301,6525921.5,6541834,8847366,9079550,9966546,6264233.5,6320975.5,4967197.5,6401423,8309474.5,6521637.5,16590569,13338234,6761920.5,7000124.5,6742891.5,6512012.5,6454794,5748781,6559494.5,6984551.5,6685170,6737643,6996212.5,6329822.5,7093248,6678860,6052215.5,5932373,6128006.5,6347043,6020221.5,6500667.5,5835847.5,7003545.5,5762971.5,6585822,5066806.5,6895057.5,6390234
8638,74.0970594992287,16.582458,919865.5,2004465.1,1265443.4,2357284,6367987.5,1722128,1342196,3854109.5,2049117.9,2476855.5,2615379.5,3448178,2460430.5,804311.5,1802353.4,2419248,2151602,2482431.5,4492710,1041328.8,2204876.2,3174924.2,1603044.2,2255857.5,3974160,2000925.2,3128041.5,1883357,3558579.2,2077637,2562645.5,4868047,2559610,3272036.5,1997253.4,5336519,1778296.4,992647.56,4280647,1939274.6,1533168.8,2949707.2
8363,74.0970586549358,16.35054,2058313,1125372,5640868.5,3867434.8,673320.3,1180336.1,2040913.2,3344052.2,2227243.5,1266452.8,4034354.8,373465.28,2184749.5,383130.94,1842438.5,1059959.8,2153828.2,292912.9,666460.94,1943895.4,1601284.9,2669498.5,2037929.2,182903.97,437730.62,289300.88,2349815.2,1257612.1,2817224.2,497374.4,728317.1,2967452,2521131.2,302765.88,3986529.8,3810515,351117.72,3088484.2,2755077.2,1130273,1234686.1,2841914.5
7677,74.0970612600964,15.862003,2541334.8,4292141,545996.5,3092620.2,753428.4,2642735.5,2265917.2,3309250.5,2294291.5,3264898,1367416.2,3752229.5,1288391.1,4322249,2260042.5,3158622.8,2507398,3278557.2,3322864.8,353708.34,471322.7,1013105.75,2059167.5,534595.75,917798.75,1353737.1,1763303,2673800.2,2437935,2156309.2,1886458.5,1531689.5,548379.56,1608580.4,238001.98,832399.4,981669,2849373.2,410538.44,4582069.5,2285647.2,2636621.5
7924,74.0970603565577,16.018488,429752.56,858062.75,328626.28,1315760.1,780376.9,764782.94,521710.06,538626,533972.6,419071.5,152987,553595,455077.75,798210.7,790751.1,146080.31,810137.94,642338.4,468875.53,323347.3,207764.69,231119.45,289138.2,346670.66,1597434,865502.44,522476.75,428945.3,282173.75,385940,557668.8,561846.9,345891.1,521890.8,321310.84,798276.8,462599.53,242391.66,617272.7,973799.94,1205715.2,1224262.4
8150,74.0970620981615,16.215965,280004.34,601052.1,672435.06,572068.06,544471.9,1464287.2,334025.47,342720.8,1999710.8,190470.25,602843.44,1104595.2,498244.2,366082.4,1376662.8,711055.94,1724061.6,214205.72,316428.5,660463.94,1067802.4,255960.78,2252828.5,254192.05,6341175.5,563691.56,455158,512455.2,1919637.6,4040929,915347.8,469575.44,884735.8,356623.56,503885.44,391112.03,5025475,1865878.4,468579,366030.12,1518563.6,340591.12
9341,74.5311325324139,17.030567,35849.543,30643.496,33603.81,37834.332,32191.064,39271.477,32231.908,29690.395,29526.578,33061.996,36414.25,26497.418,37863.984,35994.613,27893.646,35987.953,41274.59,35592.527,35665.03,31217.99,36770.2,25739.236,36976.645,31170.639,9141.911,25896.164,29967.096,27211.348,31950.77,30349.889,31780.258,27414.373,23059.795,32242.754,29763.83,27126.236,33969.59,32421.547,31802.982,27452.557,30696.887,31431.924
1502,76.0399215499701,0.63363737,36957.36,68995.42,76334.06,151755.89,83572.766,114383.73,88562.266,76648.67,103190.12,142654.69,57917.98,141419.88,98619.734,125459.86,68909.914,83417.41,98666.516,149220.4,145212.31,99909.77,148940.28,70539.12,263988.5,68554.21,124103.6,158604.77,167771.34,137973.61,102389.98,117283.445,133058.56,97314.17,110393.875,440634.9,82264.766,157311.17,137339.75,124252.55,129831.93,146044.05,111088.26,197011.5
5913,81.0704523119308,14.909035,61079.418,66457.91,59761.867,72235.97,65184.703,68723.89,73035.61,79832.14,72765.734,69600.67,96337.52,65985.64,84457.766,70611.27,66090.28,68186.49,55272.84,56547.406,61246.46,61116.42,59135.3,63306.754,76935.68,68612.93,68372.17,72180.24,69950.17,67145.6,66479.266,68269.39,65964.18,67181.22,70491.52,71264.48,66163.43,63928.766,99507.945,73826.94,73187.28,76044.36,63421.88,69214.72
9520,81.5183761402079,17.0399,23846.836,26030.098,29917.406,12837.196,30545.232,34697.082,28667.713,25946.674,27177.273,21067.455,23483.932,34159.15,30795.316,32146.047,11101.019,25886.96,33017.703,30204.55,16077.773,32015.363,5978.7163,8998.903,22936.107,24807.363,31031.379,26504.906,22778.53,25666.6,28649.13,8123.4414,27015.07,28685.434,3671.0432,14969.42,22317.24,25341.771,8570.132,25825.918,12128.629,12761.926,25107.125,24141.25
9510,81.521050728003,17.038622,1998527,2206575.2,2067857.6,2025718.4,2223624,2214086.8,2246418,2089365.6,2276379.2,2090645.9,2165246.8,2064295.9,2167244.8,2202541.5,2011553.9,2215584.8,2309489.2,2212434.5,2036701,2243688.8,2152472.5,2048034.8,2262887,2046258.9,2060659.8,1935344.1,2082852.2,2061455.6,2091236.8,2120761.8,1954884.8,2075140.8,1755154.4,2142997,2131183.2,1942503.9,2058346,2068944.9,2050353.5,1861545.8,2220673,1996239
9277,82.014209726988,17.027708,71646.29,64571.53,68420.33,61903.445,73177.836,65617.69,64981.19,65992.02,66949.08,30973.262,75103.36,65928.42,64410.63,70601.35,75664.32,72273.08,72980.516,80997.05,66099.87,74984.1,68108.19,64356.027,69634.555,70297.56,78646.52,65279.83,60740.48,69118.46,62288.953,70272.56,66871.21,68471.48,49581.39,73709.21,64963.547,65408.996,63605.906,66234.96,67742.05,56154.77,68791.914,67538.32
9352,82.5376052219684,17.030354,168671.28,185549.5,182592.86,155827.9,187221,163016.44,180123.25,124099.83,185645.19,174417.69,186546.56,148543.84,157984.1,168003,156616.81,163907.06,196151.28,177407.16,145603.81,189162.45,177884.23,163233.62,193586.72,167607,178335.67,150351.34,158467.28,138363.42,162616.3,182142.27,157585.31,168353.97,137647.9,163273.7,170853.27,167655.03,172291.8,177918.33,161825.06,108946.34,189305.05,151029.7
9463,83.5174673322053,17.03661,33687.22,18492.203,34899.25,31323.32,30310.914,36864.285,38392.72,36604.176,34012.297,23907.244,28479.729,36508.746,37676.652,35639.01,30208.424,30510.6,40473.086,32019.914,35051.98,35774.977,40673.566,30635.451,35863.918,27827.916,28433.252,7960.748,28058.9,34802.227,38596.79,32672.201,29377.588,29737.559,20771.15,35735.777,29047.506,27202.516,29673.95,33575.324,34561.566,11758.424,30462.068,35716.67
1554,84.0449126344961,0.6376309,94561.766,61734.094,105906.09,143327.23,79749.016,133434.67,123708.65,113849.35,146448.06,151041.27,140044.67,129735.16,120662.266,110708.91,112203.29,73172.83,133940.5,171433.3,150425.88,132178.1,144459.11,108902.125,104361.1,129173.055,136490.55,145768.77,102902.35,165248.22,139249.64,135426.16,145426.89,109586.36,67843.78,59683.426,143225.33,139692.9,145243.61,133818.23,117327.81,143485.17,137822.16,170420.22
1734,85.028903593564,0.6569928,43012.402,25952.338,19024.361,83690.65,55444.17,80221.18,77664.43,100508.53,66258.12,74969.57,63252.652,63562.543,80092.46,43513.426,64144.734,87995.14,75115.1,43354.598,89057.336,120670.01,40894.273,55502.12,70933,70106.92,122909.086,52708.586,78624.73,93021.19,68514.71,66232.414,76223.56,55073.637,68170.34,77932.43,55025.21,37563.008,79193.5,29994.055,107466.375,98999.016,69026.04,112370.92
868,88.0236506141544,0.502187,5755509.5,5594885.5,4597823.5,70275.43,62341.38,34100.19,310.7,11214.459,476.6,30455.852,47717.95,1095.9379,430.2,8406.785,37134.83,30456.674,57671.926,237,35880.477,50657.6,49565.812,140.8,55006.945,95.9,34131.707,11170.049,31213.646,35884.395,27725.766,34575.906,38850.254,28062.357,35341.965,16655.643,32894.47,27721.379,13270.764,1861.2362,40656.43,112853.86,80034.45,244073.28
8836,88.0761627192004,16.831469,3258420.2,3828353.2,3197221.5,2819059.2,1907956.2,2630960.5,2577333.8,1360775.5,2239515,3835048.2,2351547.2,1644393.5,14002924,4140785.8,2316339.8,3586116.2,1325722.4,3975582.8,3050278,1502499.2,2563225.2,1967943.6,2210200.8,14306327,2713915,1735598,4061912.8,2510802.8,2119265.2,2138662.2,4616060,3656171.8,3549244.8,3187861.8,3929546,1251801.9,2461047.5,5248709,3369220.2,793235.4,3110493.5,1944782.6
7538,88.0761742552155,15.692078,2798337,2375199.8,3091169.5,1393439.5,4119517.5,1027713.6,1839380.6,2688808.5,1021958.3,1430487.2,1960012.2,2158941.8,3002458.8,1938556.2,964205.6,1842172.8,4834771.5,3318321.2,1742014.8,1636048.5,2044026.6,6405470,1351491,1637257,4417090.5,698923,2069418,1158694,3067163.2,2974952,852605.6,1255857.4,1120368.5,2930816.5,1906696.5,2884414.2,1395806.8,1784442.6,4051018,815403.44,2136740.8,1328494.2
9771,88.5095216726972,17.40586,113506.766,293774.66,296634.34,188288.88,266459.62,294513.03,264677.34,308696.25,316415,237088.86,217843.95,280031.2,206276.08,244889.2,238406.52,325839.47,230884.48,271378.03,198078.62,282903.97,298438.56,218743.48,263622.7,153520.33,270953.94,242797.58,246396.16,252736.11,284139.72,16509.68,332811.5,328119.62,16882.24,271831.06,288072.56,335509.34,310064.94,280558.88,321860.34,298521.1,275958.53,343577.1
9524,89.0087042876847,17.040215,129327.17,134312.78,127364.14,144136.61,118887.42,149824.31,150472.31,151159.55,129969.13,132964.36,107971.055,136129.48,148703.4,131710.08,138862.14,138947.88,115300.47,128235.914,124000.625,136242.55,132712.22,131631.81,117454.34,124362.125,123451.29,127654.875,132317.73,135300.11,128918.43,141528.45,131549.17,148826.73,121538.56,140959.72,144962.53,131845.86,139306.64,119557.42,132578.86,107650.66,106575.75,121031.414
9027,89.0690223238379,16.963125,337492.12,347656.16,304173.88,339445.7,323115.75,343931.9,344053.03,308784.66,330699.2,302917.72,319836.6,323442.34,354520.12,358883.66,297774.4,364066.56,410790.47,332160.25,319308.38,389848.7,331301.4,282361.03,311135.97,285284.97,327743.53,312283.34,295025.78,293211.12,308279.9,339774.97,275201.66,315845.47,329705.72,306939.38,328627.78,316219.84,350113.47,286926.62,326475.3,319095.06,347444.16,324938.12
9132,90.0554004971194,17.0013,182885.55,257338.9,251951.02,189013.17,256782.45,235238.25,217484.8,197566.17,271374.03,261482.39,251201.64,204278.23,231778.05,240002.05,196350.11,205347.75,248107.94,320538.3,157257.84,307582.56,194490.25,141141.25,271319.28,159701.64,211483.33,197234.45,204904.33,234793.94,160518.69,253027.28,204761.31,174805.34,205216.66,217127.61,272791.2,257845.02,258362.64,185138,251829.64,268698.38,304745.9,219299.27
9333,90.5073237491889,17.029509,2420588.5,2572515.2,2439877.2,2674414,2556028.8,2661388.5,2563699,2537166,2690915.5,2537802.5,2686601.8,2536927.5,2676666.8,2763639,2558104,2569837.5,2408424.8,2402587,2554796.8,2337267,2464247.8,2584718,2618148.5,2527871.5,2546449.5,2580947.5,2641056.2,2546115.2,2564775.2,2583460.2,2427447.2,2527384,2283321,2522082.5,2588924.2,2473550,2601860.2,2682092.5,2370764.2,2319408.8,2365517,2435872.2
9522,90.5262698355112,17.040106,919753.75,1119273.4,1048635.6,912416.06,1265712.9,1033329.8,1066346.1,942444.75,1188375,984960.7,1181500.8,998529.75,962991.7,1016951.6,988935.1,1058818.1,1115373.6,956286.3,989603.56,1039823.06,1009356.4,951415.1,1156697,1036658.75,981191.7,901934.06,904228.56,910520.2,1073397.1,1121710.4,837007.56,1054488.6,832740.8,1040335.1,998084.9,936985.06,976091.5,929226.4,966876.5,759232.1,1041188.2,913057.06
9337,91.0062500455746,17.029718,60626.14,67799.67,55307.14,64566.133,71772.38,73183.016,82225.484,61304.26,76874.98,68469.35,74097.26,68322.516,74044.82,73933.4,67056.56,70540.51,71188.664,67626.53,62688.082,70591.91,63395.906,62263.88,67448.086,69254.15,72425.4,63398.15,62748.79,62081.582,73151.06,73949.516,71845.08,70776.3,56467.523,63903.19,68983.33,61152.574,69864.484,64706.098,57755.973,63804.16,69113.68,63427.797
6101,91.0546737284374,14.896965,61814.145,65021.266,59200.812,73022.336,67760.875,62764.492,69710.734,75499.66,73595.49,65242.72,64660.27,65455.73,72527.22,67808.45,63957.945,72344.38,57251.03,55277.395,58601.516,62101.016,60086.74,60625.75,76973.195,68923.54,68241.45,68107.35,61292.918,67827.91,61316.633,66687.7,68036.19,63563.613,68224.33,67625.484,61961.516,61306.85,84472.37,63640.516,70083.47,70025.85,66264.57,64605.598
9345,91.5050396629506,17.030037,897512.7,897949.56,895548,945658.5,967657.7,951910.8,975921.75,968471,970756.9,963704.44,922508.3,976659.5,933523.44,985816.5,952962.94,943018.94,886872.4,893317.1,933738.9,903916.7,912029.25,935912.7,969627.44,893092.1,999187.3,893885.9,929524.75,893994.6,973883.9,961094.4,869457.75,995141.1,904337.6,927939.94,939872.25,904356.3,964346,912221.5,942515.06,882416.7,881678.06,850989.4
5719,91.5050606125255,14.766285,551903.8,67695.21,48385.78,20663.688,98961.82,32660.965,58593.24,97668.58,35840.938,41825.984,80135.67,41412.438,30693.1,68426.086,41951.625,85787.336,385265.66,533835.6,68292.02,80566.44,68138.9,74028.72,613263.8,714654,33204.348,97733.66,53822.754,90809.42,37200.05,35356.094,36487.508,92765.23,44920.383,18874.586,63856.61,28599.902,32145.938,22724.193,59069.758,706160.2,40711.53,37189.5
9353,92.5038321289227,17.030355,111381.3,115306.84,119810.41,111488.516,120872.695,116869.89,134113.81,117251.805,120514.79,113939.445,120290.945,124964.234,125499.16,119355.9,118370.71,127672.93,111079.805,107242.04,113469.44,114535.68,103597.4,122360.6,120965.01,114101.016,118214.35,114286.18,118539.37,107039.32,121801.945,123366.62,108682.51,123414.234,103928.45,115524.695,115677.055,123591.586,122338.79,125570.3,111882.766,106653.13,111830.45,106050.5
6113,93.0702976084898,14.895666,132408.55,137037.94,126971.08,156520.55,136691.8,145508.08,159281.25,160687.12,153018.52,142742.55,140423.22,143785.25,166974.25,155618.11,148139.58,146591.5,116444.664,124360.12,134292.86,128484.58,130724.875,136819.7,154073.28,142250.58,147994.16,141373.47,133288.02,153004.06,139475.12,136936.83,142323.83,132676.22,148991.42,148977.81,142165.23,130849.29,148625.92,149478.17,149421.33,146891.58,138410.69,139198.08
9271,94.0454523273882,17.02739,5409411,5817760,5374933,5284231.5,5515946,5739175.5,5656129,5424101,5528075.5,5292001,5322041.5,5443945.5,5467866,5669803.5,5264338.5,5730909.5,6163265,5797745.5,5275040.5,5925683,5506118.5,5327280,5586510,5186578,5310615.5,5094739.5,5305375,5389353,5348516,5420699,5128078,5341220,4792654,5457154,5347997,5131364.5,5314382,5330772,5291228.5,4947470,5577416.5,5185022.5
9269,94.5458443337897,17.027285,543082.9,596310.3,542303.5,542607.5,579483.9,573150.1,606857.6,573803.5,565643.94,545754.75,555547.9,522457.72,566189.1,582127.7,520699,596233.5,652333.1,591042.06,576154.4,612119.75,567564.3,548739.6,560233.7,504503.6,543104,536029.4,538280.9,549380.25,531857.44,571378.2,533208.06,549134.75,502433.78,566804.56,570574.8,518607.4,554557.56,564294.6,540556.5,513120.22,574904.94,553500.44
9299,95.0442203825635,17.028238,718718.44,754338.7,698699.4,709538.3,724624.3,796698.94,771691.5,722400.9,760507.5,701146.44,733293.75,700583.6,725244.5,769693.8,693912.6,763155.4,791897.75,771046.3,721356.9,778244.75,759646.06,674795.1,757273.5,676063.06,676231.6,672264.56,653118.8,711563,713147.06,707800.1,688990,691882.5,654490.3,724920.44,715509.06,674124.7,702978.25,699016.94,720074.44,677528.4,761002,692185.5
655,97.0288272059363,0.49910513,72170.664,80245.695,55859.113,4333.729,674.75476,2273.7695,700.678,1217.6553,645.0304,620.15625,601.5212,1231.999,988.3329,2154.6335,984.6343,1925.4578,3163.7925,7862.136,664.3419,3780.825,7786.4233,575.58044,1245.674,690.72345,1300.6537,537.88116,587.92126,1401.8701,15.4,1431.5076,3246.9004,1262.6469,2225.6628,1733.9532,2755.6182,572.80817,2494.1643,1375.7659,4085.377,4793.867,777.87305,7528.2007
6114,97.1015546962617,15.001301,57744.656,54156.246,58060.32,65999.195,58291.965,64257.723,65560.42,72221.15,56630.38,64494.652,62814.473,66617.53,70249.1,66634.57,67471.555,64637.566,58221.28,50583.96,60940.395,51014.4,54253.02,56647.53,68459.54,59809.2,61336.74,62736.363,63676.867,63364.266,60621.56,56701.164,51205.184,57632.63,65148.164,78946.15,63478.57,67120.055,71872.72,70002.14,58906.797,64983.39,59196.043,75038.766
9791,97.5147451400279,17.437746,75848.086,77313,606074.5,609233.25,729168.4,168638.77,629913.94,444666.5,794489.3,405011.72,708876.2,665171.06,386291.9,133874.48,575174.7,550171.8,390970.88,377850.62,512753.72,177666.84,403415.84,508856.97,656210.06,414033.75,490874.47,660908.44,427595,614497.8,528297.6,685687.7,427416.47,659741.06,494011.7,414033.62,596159.8,523078.2,652625.94,605002.25,476114.3,510020.28,755659.06,526388.2
2349,97.5340611323483,0.79136866,9181.502,57697.188,4866.33,63722.473,8420.053,21205.605,17680.188,9944.108,13449.424,3446.9478,5052.8755,9648.53,8668.113,20526.78,6328.1265,13584.556,22760.543,17936.033,16238.333,11284.352,13539.868,5550.8584,3592.1887,15141.078,13871.524,14661.22,10292.78,55556.906,13962.087,3352.7847,12404.02,7880.031,14769.421,6120.699,8717.737,11870.438,8941.432,3215.6108,10149.995,74760.375,10749.467,99090.87
9542,97.991676991767,17.04265,1668934.9,1606980.5,1721381.9,1593026.4,1764425.6,1633263.5,1655536.2,1599593.8,1642057.1,1667989,1745753.4,1684257.1,1593911.6,1669812.8,1634457,1611798.6,1674201.1,1611046.9,1689942.9,1678034.5,1633341.2,1654926.9,1650216.1,1581389.5,1675366.8,1628221.4,1648552.6,1504027.8,1653641.5,1769415.4,1558177.4,1696020.4,1488936.4,1582127,1714992.6,1588485.9,1670364.5,1619533.8,1601271.9,1470100.6,1596557.1,1539893.6
9546,98.01388685674,17.042757,134582.89,140454.38,137711.97,134926.23,145169.12,135003.58,139108.22,142489.28,135807.8,146298.92,146601.89,137386.44,131898.17,133798.06,141678.44,137423.45,136441.64,137078.42,139196.92,132400.42,147124.77,141431.73,147961.11,135261.4,139391.23,134995.98,137291.19,128410.09,138339.19,145061.33,129326.11,152511.47,130831.9,136373.38,123946.84,135102.95,137241.31,144700.55,123938.52,115941.95,125401.02,130625.28
2803,98.5123622538129,3.0268826,1902620,2502811,1016288.4,2018176.1,451823.7,421893.56,1763827.6,475729,501717.4,1729474.8,466949.7,716819.75,758874.4,2291737.5,1011591.9,1721293.8,1272648,1131898.9,1040538.56,1977809.6,2124151.8,1624973.1,555063.94,1456965.1,1643272.2,1643355.6,1491350.2,12966987,1565979.4,1678795.2,1463834.9,1569230.9,1801572.2,1845301.9,775780.8,1658218,1715318,1039794.5,2352676.5,2110189.8,660161.6,2484499.8
