"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.000168252466084503,0.000119244810606711,0.000150031215332706,89.1702920166144
"TR",10,0,0,5.66523929450487e-05,5.55532881185342e-05,2.34524239728627e-05,41.397058012379
