"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.00014979152268962,0.00012959703189837,0.000136078711784509,90.8454025575761
"TR",10,0,0,3.80882474837031e-05,3.60433374546244e-05,1.9703918593972e-05,51.7322793662343
