"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.000174337348252761,0.000196490736780504,9.27072465334268e-05,53.1769282156433
"TR",10,0,0,0.000258613276546186,0.000270666210168311,8.50424025227026e-05,32.8840048965989
