"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.000869003315649207,0.000621560044830095,0.000625455070671534,71.973841688311
"TR",10,0,0,0.001771583131985,0.00120400271061716,0.000939334585629328,53.0223261144306
