"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.00447731207935578,0.00390404536007265,0.00205485949863093,45.894935671462
"TR",10,0,0,0.00851411537900672,0.00844105982900237,0.00419882026400921,49.3159897076595
