"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,5.56365443619177e-05,4.01202204874664e-05,3.0154716635421e-05,54.1994780252049
"TR",10,0,0,3.23899810277359e-05,3.24252875321313e-05,1.02624631053474e-05,31.6840664295529
