"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.00654749230396193,0.0041476467733351,0.00640059678717505,97.7564614058731
"TR",10,0,0,0.0114564815072523,0.00869527217580865,0.00529069602429495,46.1808105826015
