"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.000333771644676957,0.000312349617531548,5.5655868897785e-05,16.6748343621735
"TR",10,0,0,0.000412543499664465,0.000396895831062141,8.64147623758013e-05,20.9468243824192
