"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.0016309122066263,0.00106127630054703,0.00121310760134252,74.3821522957356
"TR",10,0,0,0.000549677491359036,0.00044021871854096,0.000385543862995674,70.1400128359716
