"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.000188033263419377,0.000132741827932983,0.000237400418802439,126.254479917714
"TR",10,0,0,5.28775734032412e-05,4.54928039619567e-05,2.98230859456616e-05,56.4002544485779
