"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,9.60571826248888e-05,8.81214207214809e-05,1.93146249231682e-05,20.1074239274677
"TR",10,0,0,0.000120035828508299,0.000113842599507084,2.69679862956384e-05,22.4666140358034
