"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,1.20509232417787e-05,1.78344142875596e-06,1.41795664639926e-05,117.663735628439
"TR",10,0,0,4.24203012306983e-05,2.94977158979643e-05,4.60669180006187e-05,108.596395273312
