"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.000669790575733375,0.000557607462145865,0.000312853605432315,46.7091680246115
"TR",10,0,0,0.00118848657038934,0.00118561722375746,0.000542655729781262,45.6593909684222
