"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.0010061851891029,0.000620488819338153,0.000916943033748957,91.1306431141654
"TR",10,0,0,0.000574990285032055,0.000435136489430672,0.000541519118989034,94.178829292541
