"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.000351165133619654,0.000418059661489774,0.000190066169303672,54.1244420664872
"TR",10,0,0,0.00018363939761626,0.000152460184072229,0.000136988109799768,74.5962530796487
