"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.000255726410148771,0.000218870761236344,7.22519256365215e-05,28.2536033702927
"TR",10,0,0,0.000152507099072147,0.000154031303557417,8.25159582010786e-05,54.106306331381
