"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.000148553838388414,0.000151063106845923,3.12873020216275e-05,21.0612545330688
"TR",10,0,0,0.000184614596643632,0.000182234754472108,4.71688975545854e-05,25.5499285604361
