"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.000738246658192047,0.000506439456375408,0.000549154942924301,74.3863770774353
"TR",10,0,0,0.00152295682306649,0.0012003717921931,0.000891839473092138,58.5597345626918
