"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.00033660006990247,0.000280683218737603,0.000145140132391352,43.1194599672562
"TR",10,0,0,0.000466155549653901,0.000431350184474628,0.000145510097536212,31.2149233542851
