"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.000364577445575575,0.000326927255396366,0.000206743729447974,56.7077672952527
"TR",10,0,0,0.000140829752383446,9.23312389807269e-05,0.000107130264621057,76.0707611906937
