"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,0.00110862806310474,0.00102073246146022,0.000649105865727978,58.5503729636918
"TR",10,0,0,0.000523620584257925,0.000413046811500966,0.000433509583647517,82.7907833802766
