"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",9,0,0,5.9663796788445e-05,5.70650517027465e-05,2.79052085131819e-05,46.7707554920243
"TR",10,0,0,8.74869408145188e-05,8.51070661927496e-05,2.26865318960022e-05,25.9313352196186
