"row.ID","row.m.z","row.retention.time","p_value","statistic","p_adjusted_BH","mean_group1","mean_group2","fold_change","log2_fold_change","significance","label"
8623,105.04261211978,16.636168,0.0142661867014469,36,0.55229676987328,0.00514446818467508,0.00143421180763082,0.278787185797594,-1.84276384433787,"Not Significant","8623"
7250,105.042613688531,15.561385,0.0142661867014469,0,0.55229676987328,0.00172696126846047,0.00245011700742182,1.41874461933128,0.504614920911892,"Not Significant","7250"
5166,153.090891502031,14.12925,0.0142661867014469,0,0.55229676987328,0.000120131899686294,0.000156278747424276,1.3008930003802,0.379502303970285,"Not Significant","5166"
9543,153.993201746574,17.042652,0.0142661867014469,0,0.55229676987328,0.00108189426333474,0.00117016267383866,1.08158691056541,0.1131495972499,"Not Significant","9543"
9886,186.956054567928,17.379776,0.0142661867014469,36,0.55229676987328,0.00561584473777696,0.00516309057771263,0.919379152878155,-0.121268141784952,"Not Significant","9886"
10088,186.956164343144,19.315056,0.0142661867014469,0,0.55229676987328,0.000295018901231115,0.000449980452384582,1.52525973931437,0.609054942814981,"Not Significant","10088"
4524,214.252645390313,12.8056755,0.0142661867014469,0,0.55229676987328,0.000139573554993552,0.000162884514276795,1.16701558747515,0.222823830816391,"Not Significant","4524"
5392,235.168959158046,14.365434,0.0142661867014469,0,0.55229676987328,0.000123183716341739,0.000139638204130457,1.13357680931682,0.180882149055014,"Not Significant","5392"
7478,265.252177358697,15.699059,0.0142661867014469,36,0.55229676987328,3.20724072422645e-05,1.93866178682517e-05,0.60446407161806,-0.726271504360652,"Not Significant","7478"
5278,327.07748283932,14.197751,0.0142661867014469,0,0.55229676987328,0.000968076471002179,0.00105526879203605,1.09006759656457,0.124417601245053,"Not Significant","5278"
7673,383.215403757607,15.810645,0.0142661867014469,36,0.55229676987328,6.10436576530075e-05,4.73998127626097e-05,0.776490377297606,-0.364960048846639,"Not Significant",NA
5290,398.214378781311,14.131534,0.0142661867014469,0,0.55229676987328,0.000797486501547679,0.0011122617639887,1.39470920426884,0.479964352669512,"Not Significant",NA
5188,414.188240937343,14.136311,0.0142661867014469,0,0.55229676987328,0.000248710536603831,0.000332779752929567,1.33802032464611,0.420100030810052,"Not Significant",NA
8500,579.425593645022,16.503954,0.0142661867014469,0,0.55229676987328,9.10625474550112e-05,0.000108344864445433,1.18978512542668,0.250701047085788,"Not Significant",NA
8255,610.183243264451,16.1421,0.0142661867014469,36,0.55229676987328,7.21635097872989e-05,1.69365339224235e-05,0.234696648934396,-2.09113085208995,"Not Significant",NA
8617,680.479092082641,16.621569,0.0142661867014469,36,0.55229676987328,2.04094588998613e-05,9.51712700882369e-06,0.46630961925641,-1.10063990430374,"Not Significant",NA
9456,106.029091972106,17.035973,0.0208625823327655,1,0.55229676987328,7.44211561957637e-05,8.78396994844955e-05,1.18030549341957,0.239160314502274,"Not Significant",NA
3728,107.070566415356,7.6914015,0.0208625823327655,1,0.55229676987328,0.000192500453976206,0.000333178868272545,1.73079523393605,0.79143505315099,"Not Significant",NA
7512,114.066395130291,15.701696,0.0208625823327655,35,0.55229676987328,0.000127964697768464,7.95196275439525e-05,0.621418476585108,-0.686362957255381,"Not Significant",NA
6082,119.085642417533,15.000012,0.0208625823327655,35,0.55229676987328,9.60094980876385e-05,8.72791848311573e-05,0.909068233556308,-0.137539509468184,"Not Significant",NA
9197,125.972274659591,17.018482,0.0208625823327655,35,0.55229676987328,0.000180756036537369,0.000171199052768132,0.947127720034612,-0.0783691088597955,"Not Significant",NA
4538,149.023267419053,12.859127,0.0208625823327655,1,0.55229676987328,0.000115820443094542,0.000132876858562277,1.14726601808812,0.198199949748629,"Not Significant",NA
5872,173.117103644713,14.999902,0.0208625823327655,35,0.55229676987328,0.000318063461967102,0.00028745346840993,0.903761364578436,-0.14598621117175,"Not Significant",NA
9836,182.984994081229,17.42947,0.0208625823327655,35,0.55229676987328,0.015507757746264,0.00414284324119336,0.267146502349214,-1.90429696627796,"Not Significant",NA
9490,185.023182295454,17.037457,0.0208625823327655,1,0.55229676987328,0.000144841087543391,0.00016215826772649,1.11955986023587,0.162931667767694,"Not Significant",NA
5375,204.138105892807,14.331266,0.0208625823327655,1,0.55229676987328,7.34679605268122e-05,8.51349003993564e-05,1.15880309986673,0.212635449020552,"Not Significant",NA
9180,220.538083403041,17.01467,0.0208625823327655,35,0.55229676987328,0.000105671849800646,9.22114840750838e-05,0.87262108356241,-0.196572763525147,"Not Significant",NA
5310,267.171545454991,14.239476,0.0208625823327655,1,0.55229676987328,0.000306174339968173,0.000340830274508189,1.11319019922969,0.15470011203497,"Not Significant",NA
5069,280.263083313836,14.019282,0.0208625823327655,1,0.55229676987328,9.97146336204872e-05,0.000129561552624563,1.29932335827129,0.377760514173428,"Not Significant",NA
5202,296.257955839326,14.149313,0.0208625823327655,1,0.55229676987328,0.000117531057918739,0.000134119758693386,1.14114312479104,0.19047974909967,"Not Significant",NA
5733,305.170944370682,14.779933,0.0208625823327655,1,0.55229676987328,4.24681349023251e-05,4.94212145995168e-05,1.16372463055379,0.218749717065972,"Not Significant",NA
5750,378.320800431288,14.793266,0.0208625823327655,1,0.55229676987328,7.91927200118948e-05,9.82128310791506e-05,1.24017499417117,0.31054370562042,"Not Significant",NA
8903,415.041821975345,16.884853,0.0208625823327655,1,0.55229676987328,0.000194157693691827,0.000233245632560943,1.20132057672233,0.264621190787828,"Not Significant",NA
8546,513.386581534014,16.549322,0.0208625823327655,1,0.55229676987328,0.000115430753359602,0.000137656801717514,1.19254875941657,0.254048254516214,"Not Significant",NA
8616,876.660349171401,16.604132,0.0208625823327655,1,0.55229676987328,1.59000058082735e-05,2.11364886415085e-05,1.32933842266336,0.410708432337768,"Not Significant",NA
5913,81.0704523119308,14.909035,0.0299739735865559,34,0.55229676987328,0.000153725933956327,0.000133709626328082,0.869792252269346,-0.201257236927385,"Not Significant",NA
2803,98.5123622538129,3.0268826,0.0299739735865559,2,0.55229676987328,0.00141076258120109,0.00341821446290632,2.4229551509625,1.27676770066923,"Not Significant",NA
9126,116.0707787731,16.999384,0.0299739735865559,2,0.55229676987328,0.000216946008561762,0.000302111068816223,1.39256338855488,0.477742999574186,"Not Significant",NA
8932,122.096539357716,16.9016,0.0299739735865559,2,0.55229676987328,0.000879882118989576,0.0010508513783948,1.19430927815826,0.256176485084307,"Not Significant",NA
5884,135.080372671309,14.895022,0.0299739735865559,34,0.55229676987328,0.00223125128379294,0.00209773725904019,0.940161816052475,-0.0890190071129927,"Not Significant",NA
8917,155.128958597292,16.89301,0.0299739735865559,2,0.55229676987328,0.000667074180438745,0.000902848387388056,1.35344525970746,0.436636538719766,"Not Significant",NA
3730,163.132752760871,7.691843,0.0299739735865559,2,0.55229676987328,0.00124928571210543,0.00209228020578322,1.67478118536798,0.743972615925043,"Not Significant",NA
5174,172.133018013106,14.131205,0.0299739735865559,2,0.55229676987328,0.00142309459720397,0.00191249997699919,1.34390221195188,0.426428165300688,"Not Significant",NA
3729,185.114665665916,7.6914005,0.0299739735865559,2,0.55229676987328,0.0022090969955651,0.00363171720824117,1.64398268411576,0.71719510335543,"Not Significant",NA
5323,297.057769406361,14.255002,0.0299739735865559,2,0.55229676987328,0.00012390089824665,0.000142723942754885,1.15192016179546,0.204040728782626,"Not Significant",NA
6391,340.284073110828,15.20336,0.0299739735865559,2,0.55229676987328,1.5419198525653e-05,2.04592101110126e-05,1.3268659896281,0.408022669229667,"Not Significant",NA
5971,468.38909466586,14.93105,0.0299739735865559,34,0.55229676987328,4.25123956229995e-05,2.37600783711555e-05,0.558897658505538,-0.839343964026081,"Not Significant",NA
8574,491.373221334503,16.566414,0.0299739735865559,2,0.55229676987328,6.25103109158001e-05,8.596276035823e-05,1.37517729633468,0.459617631767071,"Not Significant",NA
8552,523.851099748166,16.551222,0.0299739735865559,34,0.55229676987328,2.71744094676275e-05,1.76697064626856e-05,0.650233319098812,-0.620970610733863,"Not Significant",NA
8494,685.434466892536,16.480434,0.0299739735865559,34,0.55229676987328,5.40251295142777e-05,2.48330982718037e-05,0.45965828300774,-1.12136635679194,"Not Significant",NA
8114,74.0607009641819,16.155567,0.042315274905714,33,0.55229676987328,0.000217838956792882,0.000156300637406311,0.717505443963908,-0.478938316827347,"Not Significant",NA
9277,82.014209726988,17.027708,0.042315274905714,3,0.55229676987328,0.000129765328614883,0.000151700612233177,1.16903809247378,0.225321940072871,"Not Significant",NA
9499,102.532847921283,17.037983,0.042315274905714,3,0.55229676987328,0.00060554445668891,0.000635427546118427,1.04934912556696,0.0694947522008269,"Not Significant",NA
5894,109.101442269077,15.001516,0.042315274905714,33,0.55229676987328,0.00125031378444608,0.00115188958615191,0.921280402152987,-0.118287771114788,"Not Significant",NA
8693,115.123163889625,16.675081,0.042315274905714,3,0.55229676987328,8.35628022341496e-05,0.000181167094350809,2.16803517243431,1.11638816198927,"Not Significant",NA
7897,124.087012810396,15.97177,0.042315274905714,3,0.55229676987328,0.00095781849215983,0.00127563450364665,1.33181235702619,0.413390831164761,"Not Significant",NA
9487,131.552178930044,17.037457,0.042315274905714,3,0.55229676987328,0.000126075175691512,0.000162713743898424,1.29060890064957,0.368051880136621,"Not Significant",NA
7220,136.021481243079,15.472147,0.042315274905714,3,0.55229676987328,0.000941336660748808,0.00117528533443054,1.24852816578463,0.320228367665374,"Not Significant",NA
6188,149.023231776089,15.057437,0.042315274905714,33,0.55229676987328,0.000313736205918498,0.000283222900856488,0.902742162089073,-0.147614105622408,"Not Significant",NA
7717,155.128974042426,15.775337,0.042315274905714,33,0.55229676987328,0.000184131734702684,0.000109640828503408,0.595447757446286,-0.747953158383912,"Not Significant",NA
5347,170.117404715637,14.292274,0.042315274905714,3,0.55229676987328,0.000476767777101823,0.000549582034577063,1.15272478756401,0.205048111419624,"Not Significant",NA
9190,180.538421347581,17.018597,0.042315274905714,33,0.55229676987328,5.32493203773086e-05,3.68020464279237e-05,0.691127063541009,-0.532977120759578,"Not Significant",NA
7481,282.278686517882,15.699498,0.042315274905714,33,0.55229676987328,0.00365356770189908,0.00324059596037066,0.886967540983635,-0.173046785534401,"Not Significant",NA
5300,284.257947349024,14.220151,0.042315274905714,3,0.55229676987328,0.000125273876759748,0.000137488987346025,1.09750724494384,0.134230463414436,"Not Significant",NA
5302,306.239830121647,14.221778,0.042315274905714,3,0.55229676987328,0.000131712128987271,0.000146038139487523,1.10876758739233,0.148956988893829,"Not Significant",NA
5465,313.234490772634,14.459327,0.042315274905714,3,0.55229676987328,0.000112836099607746,0.000135870332638016,1.20413886256565,0.268001774807655,"Not Significant",NA
4446,339.177331077522,12.497576,0.042315274905714,3,0.55229676987328,9.94735461470806e-05,0.000112528916951596,1.13124465056481,0.177910969988662,"Not Significant",NA
5878,352.245220972779,14.894807,0.042315274905714,33,0.55229676987328,0.00131393774681023,0.00117302424477789,0.892754810968465,-0.163664091512432,"Not Significant",NA
7133,368.219155447951,15.425479,0.042315274905714,33,0.55229676987328,0.00018719991803692,0.000104237265547498,0.556823243517339,-0.844708659908882,"Not Significant",NA
4507,391.208685366722,12.774705,0.042315274905714,3,0.55229676987328,3.3673547514797e-07,8.97690387879309e-07,2.66586223944728,1.41460222993876,"Not Significant",NA
8776,397.328241327069,16.76302,0.042315274905714,3,0.55229676987328,2.54478477996754e-05,3.52006026864018e-05,1.38324478217175,0.468056481706536,"Not Significant",NA
6997,398.231898656672,15.472778,0.042315274905714,33,0.55229676987328,0.000328440688918526,0.0003040017968849,0.925591155851923,-0.111553015521401,"Not Significant",NA
8533,535.399528951203,16.535187,0.042315274905714,3,0.55229676987328,0.000139872920454036,0.000158327295231498,1.13193672311665,0.178793311705698,"Not Significant",NA
5940,556.441139885768,14.901144,0.042315274905714,3,0.55229676987328,2.58079278016423e-05,3.86525782163132e-05,1.49770173387782,0.582750340819261,"Not Significant",NA
8517,557.412666641705,16.51703,0.042315274905714,3,0.55229676987328,0.000121338662256453,0.000143730255185187,1.18453799071403,0.244324469693211,"Not Significant",NA
7691,647.449027644431,15.813018,0.042315274905714,33,0.55229676987328,5.03330380451346e-06,2.97882002336549e-06,0.591822019702908,-0.756764719536341,"Not Significant",NA
5483,708.48816307641,14.475807,0.042315274905714,33,0.55229676987328,2.35372240160063e-05,2.03644306774529e-05,0.865201039154161,-0.208892696830127,"Not Significant",NA
5184,109.101421748065,14.134998,0.058707408431205,4,0.59000945473361,0.000135649331485566,0.00015718393648839,1.15875201718275,0.212571850330427,"Not Significant",NA
