"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,9.63234658218175e-05,9.86075765891829e-05,1.24001592323946e-05,12.8734562513903
"TR","2",10,0,0,9.81704542926383e-05,9.95676382614001e-05,7.12571521709068e-06,7.25851303066143
