"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,7.90944692884422e-05,8.4368268045921e-05,4.77678041501577e-05,60.3933556668264
"TR","2",10,0,0,7.99090670946663e-05,7.12508898593709e-05,4.40883474336725e-05,55.1731474745439
