"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,0.000150258132392561,0.000150242905681531,1.01058502475157e-05,6.7256594279459
"TR","2",10,0,0,0.000149286284411436,0.000152306193167221,1.2253799865788e-05,8.20825564391188
