"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,2.85853978224232e-05,3.02523732271264e-05,6.90803103496192e-06,24.1662931468565
"TR","2",10,0,0,2.68335696312102e-05,2.72729546674068e-05,5.66943270236648e-06,21.128134572794
