"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,1.19820454404936e-05,1.22132661256411e-05,2.875915867764e-06,24.0018774928424
"TR","2",10,0,0,1.30175291326097e-05,1.13660229906903e-05,5.85189117754404e-06,44.9539318708701
