"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,0.000193134877994612,0.000136798955621596,0.000175972703652381,91.1138917421688
"TR","2",10,0,0,0.000183885688320795,0.000127402161394131,0.000181346662322992,98.6192367546443
