"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,0.000422437247661002,0.000307665782897201,0.000253727836196168,60.0628466360475
"TR","2",10,0,0,0.000410133490489643,0.000361253207462623,0.000223428265466341,54.4769619275905
