"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,0.000127161210658021,5.36787157890647e-05,0.000154163545481598,121.234726127448
"TR","2",10,0,0,0.00014239237667525,9.89878094165742e-05,0.000103541412185257,72.7155586576103
