"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,0.0026679811081506,0.00268550472575298,0.00141974017934809,53.2140267039683
"TR","2",10,0,0,0.00312025916397222,0.00332873587904267,0.00219888956332817,70.4713758625389
